"","COUNTRY","YEAR","ACCHEAD_","AGDEMONS","AGEA","AGEH","AGEI","AGER","AGETOGO","ASPELL","AUT","BIRTHS","BRITCOL_","CATH____","CIVLIB","CIVMIL","COMEX","CTRCEPT","CPI","DEATH","DEMADIC","DEMBDIC","DICADEM","DICBDEM","DIVIDED","EDT","EDTG","EFFPARTY","ELF60","ETHNIC","EXSELEC","FEMSEC","FERTIL","FLAGC","FLAGE___","FLAGR","G","GDPW","GINI","GLAG","GXPDEDUC","GXPDHLTH","GXPDSSEC","GXPKTOTL","HEADS","INCUMB","INEQ","INFMORT","INST","INST2","INV","KS","KSG","LAGREG","LAWS","LEGELEC","LEGSELEC","LEVEL","LEVLAG__","LF","LFAGRIC","LFG","LFGLAG","LFPW","LIVES","LS","MOBILIZE","MOSLEM__","NEWC____","ODRP","ODWP","OIL","OPENC","PARTY","PINV","POLLIB","POP","POPG","PPPQUAL","PRESELEC","PRIME","PROT____","RECVRYW","REG","REGION","REGION2_","RELIGION","RIOTS","RSPELL","SEATS","STRA","STRD","STRIKES","TINC","TTR","TTRLAG","TTRLEAD","TURNOVER","TYPEII","UNSTABLE","WAR","WORLD","XR","FILTER_.","FH","REGCHANG","LIBL1","REG_1","FH_2","FH_3","FH_4","FH_5","LNGDPW","FHHAT","ghat"
"1",1,1962,0,NA,1,1,1,1,NA,1,1,50.3999900817871,0,0.5,NA,1,0,NA,NA,19.3999900817871,0,0,0,1,1,1.16,NA,1,0.43,83,2,NA,7.38000011444092,1,0,1,-19.9749530369443,5011.99999999999,NA,-6.60818713450292,NA,NA,NA,NA,0,0,NA,160,0,0,15,4717380,-34.217686739032,1,1,1,2,1278,1597,2865.04549082203,NA,0.335330934105007,0.764020992263161,4.19181299209595,48.324390411377,NA,1,99.099998474121,1,0.0833333333333333,0.388888888888889,1,72.5,1,100.26,NA,11236,1.99709513435004,1,0,4.5,0,0,1,2,6,99.1,NA,1,100,0,0,NA,0,0,0,0,0,0,0,1,3.15,4.937,"Not Selected",NA,NA,NA,NA,NA,NA,NA,NA,8.51959031601596,7.24260089238603,NA
"2",1,1963,1,NA,2,1,2,2,NA,1,1,NA,0,0.5,NA,1,0,NA,NA,NA,0,0,0,1,1,1.25,7.75862068965517,1,0.43,83,1,NA,NA,0,0,0,18.075117370892,6083,NA,-19.9749530369443,NA,NA,NA,NA,1,0,NA,NA,0,0,13.9,6955591,47.4460611610682,1,1,1,2,1509,1278,2842.86371855992,NA,-0.774220595559959,0.335330934105007,4.35351610183716,NA,NA,1,99.099998474121,1,0.0833333333333333,0.36697247706422,1,48.45,1,100.14,NA,11460,1.9935920256319,1,1,4.5,0,0,1,2,6,99.1,NA,1,100,0,0,NA,0,0,0,0,0.5,0,0,1,3.49,4.937,"Not Selected",NA,0,NA,1,NA,NA,NA,NA,8.7132532743207,7.75270912456073,NA
"3",1,1964,1,NA,3,2,3,3,NA,1,1,NA,0,0.5,NA,1,0,NA,NA,NA,0,0,0,1,1,1.345,7.6,1,0.43,83,1,NA,NA,0,0,0,4.37375745526839,6502,NA,18.075117370892,NA,NA,NA,NA,0,0,NA,NA,0,0,10.6,7939430,14.1445780811436,1,1,0,2,1575,1509,2831.70562903722,NA,-0.392494703487018,-0.774220595559959,4.51409387588501,NA,NA,1,99.099998474121,1,0.0833333333333333,0.357142857142857,1,43.57,1,99.69,NA,11690,2.00698080279232,1,0,4.5,0,1,1,2,6,99.1,NA,1,100,0,0,NA,0,0,0,0,0.333332985639572,0,0,0,5.39,4.937,"Not Selected",NA,0,NA,1,NA,NA,NA,NA,8.77986510086385,7.92816467567538,NA
"4",1,1965,2,NA,1,1,4,4,NA,2,2,NA,0,0.5,NA,3,0,NA,NA,NA,0,0,0,1,2,1.45,7.80669144981413,1,0.43,83,3,5,NA,0,0,0,-0.317460317460317,6620,NA,4.37375745526839,NA,NA,NA,NA,1,0,NA,NA,0,0,11,8225115,3.59830617563226,1,2,0,0,1570,1575,2827.66012084592,57.0024909973145,-0.142864715520354,-0.392494703487018,4.67356109619141,NA,NA,2,99.099998474121,1,0.0833333333333333,0.347826086956522,1,38.89,1,104.33,NA,11923,1.99315654405475,1,0,4.535,0,1,1,2,6,99.1,NA,1,0,0,0,NA,0,0,0,0,0.5,0,0,0,3.79,4.937,"Not Selected",NA,0,NA,1,NA,NA,NA,NA,8.79785064893105,7.9755386092844,NA
"5",1,1966,2,NA,2,2,5,5,NA,2,2,NA,0,0.5,NA,3,0,NA,NA,NA,0,0,0,1,2,1.56,7.58620689655172,1,0.43,83,3,NA,NA,0,0,0,-2.1656050955414,6611.99999999999,NA,-0.317460317460317,NA,NA,NA,NA,0,0,NA,NA,0,0,8.3,8268686,0.529731195247726,1,2,0,0,1536,1570,2849.68421052632,55.0484085083008,0.77888037243336,-0.142864715520354,4.95085716247559,NA,NA,2,99.099998474121,1,0.0833333333333333,0.34453781512605,1,41,1,101.46,NA,12267,2.88517990438648,1,0,5.625,0,1,1,2,6,99.1,NA,1,0,0,0,NA,0,0,0,0,0.400000005960464,0,0,0,3.91,4.938,"Not Selected",NA,0,NA,1,NA,NA,NA,NA,8.79664145894091,7.97235360285037,NA
"6",1,1967,2,0,3,3,6,6,NA,2,2,49.7999992370605,0,0.5,NA,3,0,NA,NA,17.3999900817871,0,0,0,1,2,1.675,7.37179487179487,1,0.43,83,3,NA,7.48000001907349,0,0,0,3.58072916666667,6981.99999999999,NA,-2.1656050955414,NA,NA,NA,NA,0,0,NA,150,0,0,11.3,9328688,12.8194733721900,1,2,0,0,1591,1536,2876.19621884847,53.1047096252441,0.930348991801275,0.77888037243336,5.2266788482666,51.424388885498,NA,2,99.099998474121,1,0.0769230769230769,0.325,1,37.55,1,101.55,NA,12622,2.8939430993723,1,0,5.6333333,0,1,1,2,6,99.1,0,1,0,0,0,0,0,0,0,0,0.333332985639572,0,0,0,2.59,4.937,"Not Selected",NA,0,NA,1,NA,NA,NA,NA,8.85109068766498,8.11577287130956,NA
"7",1,1968,2,0,4,4,7,7,NA,2,2,NA,0,0.5,NA,3,0,NA,NA,NA,0,0,0,1,2,1.805,7.76119402985075,1,0.43,83,3,NA,NA,0,0,0,10.0565681961031,7847.99999999999,NA,3.58072916666667,NA,NA,NA,NA,0,0,NA,NA,0,0,15.1,11935830,27.947574192641,1,2,0,0,1751,1591,2897.36060142712,51.1713104248047,0.735846269456581,0.930348991801275,5.50103807449341,NA,NA,2,99.099998474121,1,0.0769230769230769,0.311475409836066,1,38.54,1,94.19,NA,12986,2.88385358897164,1,0,6.3125,0,1,1,2,6,99.1,0,1,0,0,0,0,0,0,0,0,0.285714000463486,0,0,0,4.62,4.937,"Not Selected",NA,0,NA,1,NA,NA,NA,NA,8.9680140012452,8.42374887927985,NA
"8",1,1969,2,0,5,5,8,8,NA,2,2,NA,0,0.5,NA,3,0,NA,NA,NA,0,0,0,1,2,1.95,8.03324099722992,1,0.43,83,3,NA,NA,0,0,0,4.56881781838949,8377.99999999999,NA,10.0565681961031,NA,NA,NA,NA,0,0,NA,NA,0,0,18.2,13748250,15.1847001842352,1,2,0,0,1831,1751,2919.80902363333,49.2481307983398,0.774788688544776,0.735846269456581,5.77394819259644,NA,NA,2,99.099998474121,1,0.0769230769230769,0.295081967213115,1,39.96,1,88.04,NA,13360,2.88002464192207,1,0,7.9516667,0,0,1,2,6,99.1,0,1,0,0,0,0,0,0,0,0,0.25,0,0,0,4.66,4.938,"Not Selected",NA,0,NA,1,NA,NA,NA,NA,9.03336450150698,8.59588209696938,NA
"9",1,1970,2,0,6,6,9,9,NA,2,2,48.7200012207031,0,0.5,NA,3,0,NA,6.6,16.2000007629395,0,0,0,1,2,2.1,7.69230769230769,1,0.43,83,3,6,7.42000007629395,0,0,0,-0.382304751501912,8535.99999999999,NA,4.56881781838949,NA,NA,NA,NA,0,0,NA,139.199996948242,0,0,19.8,14369240,4.51686578291783,1,2,0,0,1824,1831,2937.28959700094,47.335090637207,0.598688928834788,0.774788688544776,6.04541921615601,53.2551307678223,NA,2,99.099998474121,1,0.0769230769230769,0.306451612903226,1,51.15,1,97.54,NA,13746,2.88922155688623,1,0,7.91,0,0,1,2,6,99.1,0,1,0,0,0,0,0,0,0,0,0.222222000360489,0,0,0,4.77,4.937,"Not Selected",NA,0,NA,1,NA,NA,NA,NA,9.05204779298159,8.6450938867135,NA
"10",1,1971,2,0,7,7,10,10,NA,2,2,NA,0,0.5,NA,3,0,NA,2.6266417,NA,0,0,0,1,2,2.225,5.95238095238095,1,0.43,83,3,NA,NA,0,0,0,-8.27850877192983,7816,NA,-0.382304751501912,NA,NA,NA,NA,0,0,NA,NA,0,0,20.6,12390010,-13.7740757339985,1,2,0,0,1673,1824,3032.84762026612,45.490291595459,3.25327211054542,0.598688928834788,6.27963399887085,NA,NA,2,99.099998474121,1,0.0625,0.302325581395349,1,45.82,1,97.09,NA,14169,3.07725883893496,1,0,5.7233333,0,0,1,2,6,99.1,0,1,0,0,0,0,0,0,0,0,0.200000002980232,0,0,0,2.9,4.913,"Not Selected",NA,0,NA,1,NA,NA,NA,NA,8.96392819372262,8.41298686226538,NA
"11",1,1972,2,0,8,8,11,11,NA,2,2,48,0,0.5,6,3,0,NA,3.6563071,15.3999996185303,0,0,0,1,2,2.355,5.84269662921348,1,0.43,83,3,NA,7.38000011444092,0,0,0,20.0239091452481,9372,NA,-8.27850877192983,NA,NA,NA,NA,0,0,NA,132,0,0,19.5,18536400,49.607627435329,1,2,0,0,2008,1673,3130.05463081519,43.7651596069336,3.20513994503106,3.25327211054542,6.4986572265625,54.4756202697754,NA,2,99.099998474121,1,0.0625,0.294573643410853,1,45.77,1,102.68,6,14609,3.10537088009034,1,0,5.2483333,0,0,1,2,6,99.1,0,1,0,0,0,0,0,0,0,0,0.18181799352169,0,0,0,3.42,4.484,"Not Selected",4,0,NA,1,NA,NA,NA,NA,9.14548179962769,8.89119906021932,NA
"12",1,1973,2,0,9,9,12,12,NA,2,2,NA,0,0.5,6,3,0,NA,6.1728395,NA,0,0,0,1,2,2.495,5.9447983014862,1,0.43,83,3,NA,NA,0,0,0,0.149402390438247,9361.00000000001,NA,20.0239091452481,NA,NA,NA,NA,0,0,NA,NA,0,0,23.4,19118750,3.14165641656417,1,2,0,0,2011,2008,3236.16109390022,42.1484184265137,3.38992367866102,3.20513994503106,6.70391798019409,NA,NA,2,99.099998474121,1,0.0625,0.292307692307692,1,56.87,1,116.84,6,15064,3.11451844753234,1,0,8.0216667,0,0,1,2,6,99.1,0,1,0,0,0,0,0,0,0,0,0.166666999459267,0,0,0,5.28,3.959,"Not Selected",4,0,0,1,NA,NA,NA,NA,9.14430740137175,8.88810569521318,NA
"13",1,1974,2,0,10,10,13,13,NA,2,2,NA,0,0.5,6,3,0,NA,4.7342193,NA,0,0,0,1,2,2.65,6.2124248496994,1,0.43,83,3,NA,NA,0,0,0,12.0835405271009,10480,NA,0.149402390438247,NA,NA,NA,NA,0,0,NA,NA,0,0,27.9,24865400,30.0576659038902,1,2,0,0,2254,2011,3340.99580152672,40.6301689147949,3.23947741118618,3.38992367866102,6.89667415618896,NA,NA,2,99.099998474121,1,0.0625,0.303030303030303,1,73.75,1,112.71,6,15534,3.12002124269782,1,0,10.798333,0,0,1,2,6,99.1,0,1,0,0,0,0,0,0,0,0,0.153845995664597,0,0,0,1.59,4.181,"Not Selected",4,0,0,1,4,NA,NA,NA,9.25722395787503,9.18552790504283,NA
"14",1,1975,2,0,11,11,14,14,NA,2,2,NA,0,0.5,6,3,0,NA,8.961142,NA,0,0,0,1,2,2.815,6.22641509433962,1,0.43,83,3,14,NA,0,0,0,3.85980479148181,10870,NA,12.0835405271009,NA,NA,NA,NA,0,0,NA,NA,0,0,28.3,27666340,11.2644075703588,1,2,0,0,2341,2254,3449.69070837167,39.2016716003418,3.25336855542524,3.23947741118618,7.07803583145142,NA,NA,2,99.099998474121,1,0.0625,0.311594202898551,1,76.52,1,125.19,6,16018,3.11574610531737,1,0,7.8625,0,0,1,2,6,99.1,0,1,0,0,0,0,0,0,0,0,0.142857000231743,0,0,0,0.39,3.949,"Not Selected",4,0,0,1,4,4,NA,NA,9.29376198011525,9.28176905562358,NA
"15",1,1976,2,0,12,12,15,15,NA,2,2,NA,0,0.5,6,2,0,NA,8.8791849,NA,0,0,0,1,2,2.97,5.50621669626998,1,0.43,83,3,16,NA,0,0,0,4.86971379752243,11381,NA,3.85980479148181,NA,NA,NA,NA,0,0,NA,NA,0,0,27,31386980,13.4482551721695,1,2,0,0,2455,2341,3562.67287584571,37.3765716552734,3.27513904941852,3.25336855542524,7.33389806747437,NA,NA,2,99.099998474121,1,0.0625,0.302158273381295,1,69.87,1,124.64,6,16516,3.10900237233113,1,0,6.84,0,0,1,2,6,99.1,0,1,0,0,0,0,0,0,0,0,0.133332997560501,0,0,0,3.58,4.164,"Not Selected",4,0,0,1,4,4,4,NA,9.33970057728189,9.4027713205605,NA
"16",1,1977,2,0,1,13,16,16,NA,3,1,45,0,0.5,6,2,0,7,12.09893,13.3999996185303,0,0,0,1,1,3.14,5.72390572390572,1,0.43,83,2,19,7.17000007629395,0,0,0,2.56619144602851,11653,NA,4.86971379752243,NA,NA,NA,NA,0,0,NA,112,0,0,30,34023820,8.40106311597994,1,1,1,2,2518,2455,3679.87127778255,35.6691703796387,3.28962006956692,3.27513904941852,7.57326221466064,57.4756202697754,NA,1,99.099998474121,1,0.0625,0.292857142857143,1,72.09,1,128.14,6,17030,3.11213368854444,1,0,6.8241667,0,0,1,2,6,99.1,0,1,100,0,0,0,0,0,0,0,0.125,0,0,0,3.31,4.147,"Not Selected",4,0,0,1,4,4,4,4,9.36331893657326,9.46498207893397,NA
"17",1,1978,3,0,2,1,17,17,NA,3,1,NA,0,0.5,6,2,0,NA,17.173524,NA,0,0,0,1,1,3.325,5.89171974522293,1,0.43,83,2,22,NA,0,0,0,2.8594122319301,11971,NA,2.56619144602851,NA,NA,NA,NA,1,0,NA,NA,0,0,34,37113488,9.08089685402756,1,1,0,2,2590,2518,3798.99841283101,34.068431854248,3.23726364472857,3.28962006956692,7.79767084121704,NA,NA,1,99.099998474121,1,0.0625,0.302816901408451,1,65.48,1,137.55,6,17559,3.10628302994715,1,0,9.0566667,0,0,1,2,6,99.1,0,1,100,0,0,0,0,0,0,0,0.176470994949341,0,0,0,3.34,3.966,"Not Selected",4,0,0,1,4,4,4,4,9.39024233725137,9.5358983163201,NA
"18",1,1979,4,0,3,1,18,18,NA,3,1,NA,0,0.5,6,2,0,NA,11.450382,NA,0,0,0,1,1,3.525,6.01503759398496,1,0.43,83,2,24,NA,0,0,0,8.33976833976834,12956,NA,2.8594122319301,NA,NA,NA,NA,1,0,NA,NA,0,0,28.2,45030580,21.3321151598578,1,1,0,2,2806,2590,3921.16625501698,32.5646705627441,3.21579081932106,3.23726364472857,8.0084867477417,NA,NA,1,99.099998474121,1,0.0625,0.340277777777778,1,63.94,1,138.34,6,18105,3.10951648727148,1,1,12.665833,0,0,1,2,6,99.1,0,1,100,0,0,0,0,0,0,0,0.222222000360489,0,0,0,2.73,3.853,"Not Selected",4,0,0,1,4,4,4,4,9.46931428029122,9.74417381428707,NA
"19",1,1980,4,0,4,2,19,19,NA,3,1,NA,0,0.5,6,2,0,NA,9.543379,NA,0,0,0,1,1,3.74,6.09929078014184,1,0.43,83,2,26,NA,0,0,0,-1.71062009978617,12710,NA,8.33976833976834,NA,NA,NA,NA,0,0,NA,NA,0,0,28.5,44733952,-0.65872569262932,1,1,0,2,2758,2806,4051.07018095987,31.149320602417,3.3128900305282,3.21579081932106,8.20690536499023,NA,NA,1,99.099998474121,1,0.0625,0.337931034482759,1,64.7,1,142.7,6,18669,3.11516155758078,1,0,15.265833,0,0,1,2,6,99.1,0,1,100,0,0,0,0,0,0,0,0.210526004433632,0,0,0,1.49,3.838,"Not Selected",4,0,0,1,4,4,4,4,9.4501443641835,9.69368025525933,NA
"20",1,1981,4,3,5,3,20,20,NA,3,1,NA,0,0.5,6,2,0,NA,14.59636,NA,0,0,0,1,1,3.945,5.48128342245989,1,0.43,83,2,NA,NA,0,0,0,0.145032632342277,12660,NA,-1.71062009978617,NA,NA,NA,NA,0,0,NA,NA,0,0,28.6,46012620,2.85838371713727,1,1,0,2,2762,2758,4200.59620853081,NA,3.69102535605795,3.3128900305282,8.36817932128906,NA,NA,1,99.099998474121,1,0.0625,0.335616438356164,1,65.42,1,126.02,6,19254,3.13353687931866,1,0,18.87,0,0,1,2,6,99.1,2,1,100,0,0,0,0,0,0,0,0.200000002980232,0,0,0,0.88,4.316,"Not Selected",4,0,0,1,4,4,4,4,9.44620269569817,9.68329790046897,NA
"21",1,1982,4,0,6,4,21,21,NA,3,1,40.6000099182129,0,0.5,6,2,0,NA,6.6868748,10.6999998092651,0,0,0,1,1,4.16,5.44993662864385,1,0.43,83,2,NA,6.34999990463257,0,0,0,2.20854453294714,12876,NA,0.145032632342277,NA,NA,NA,NA,0,0,NA,88,0,0,27.2,49379312,7.31688827978063,1,1,1,2,2823,2762,4354.64631873253,NA,3.66733917173154,3.69102535605795,8.51786708831787,60.4756202697754,NA,1,99.099998474121,1,0.0625,0.342465753424658,1,59.96,1,121.08,6,19862,3.15778539524255,1,0,14.860833,0,0,1,2,6,99.1,0,1,100,0,0,0,0,0,0,0,0.19047600030899,0,0,0,-0.47,4.592,"Not Selected",4,0,0,1,4,4,4,4,9.4631203924187,9.72785911363085,NA
"22",1,1983,4,0,7,5,22,22,NA,3,1,NA,0,0.5,6,2,0,NA,5.9583333,NA,0,0,0,1,1,4.38,5.28846153846154,1,0.43,83,2,36,NA,0,0,0,2.83386468296139,13177,NA,2.20854453294714,NA,NA,NA,NA,0,0,NA,NA,0,0,27.3,53677672,8.70477903782864,1,1,0,2,2903,2823,4515.21476815664,NA,3.68729025669406,3.66733917173154,8.65717506408691,NA,NA,1,99.099998474121,1,0.0625,0.356164383561644,1,53.75,1,121.77,6,20495,3.18699023260497,1,0,10.794167,0,0,1,2,6,99.1,0,1,100,0,0,0,0,0,0,0,0.18181799352169,0,0,0,1.86,4.789,"Not Selected",4,0,0,1,4,4,4,4,9.48622816454525,9.7887249854122,NA
"23",1,1984,4,0,8,6,23,23,NA,3,1,NA,0,0.5,6,2,0,NA,8.116398,NA,0,0,0,1,1,4.61,5.25114155251142,1,0.43,83,2,39,NA,0,0,0,2.03238029624526,13381,NA,2.83386468296139,NA,NA,NA,NA,0,0,NA,NA,0,0,26.4,57496200,7.1138107479773,1,1,0,2,2962,2903,4686.82654510126,NA,3.80074449957312,3.68729025669406,8.7871446609497,NA,NA,1,99.099998474121,1,0.0625,0.376712328767123,1,49.03,1,120.47,6,21173,3.3081239326665,1,0,12.0425,0,0,1,2,6,99.1,0,1,100,0,0,0,0,0,0,0,0.17391300201416,0,0,0,3.56,4.983,"Not Selected",4,0,0,1,4,4,4,4,9.501591069305,9.82919087654934,NA
"24",1,1985,4,0,9,7,24,24,NA,3,1,NA,0,0.5,6,2,0,NA,10.482287,NA,0,0,0,1,1,4.81,4.33839479392625,1,0.43,83,2,42,NA,0,0,0,0.87778528021607,13434,NA,2.03238029624526,NA,NA,NA,NA,0,0,NA,NA,0,0,26,60097800,4.52482077076398,1,1,0,2,2988,2962,4859.44796784279,0.000537806772626936,3.68311950699243,3.80074449957312,8.90868663787842,NA,NA,1,99.099998474121,1,0.0625,0.376712328767123,1,43.89,1,121.63,6,21848,3.18802248146224,1,0,9.9333333,0,0,1,2,6,99.1,0,1,100,0,0,0,0,0,0,0,0.166666999459267,0,0,0,2.74,5.028,"Not Selected",4,0,0,1,4,4,4,4,9.5055440858268,9.83960312206781,2.24204502882556
"25",1,1986,4,0,10,8,25,25,NA,3,1,NA,0,0.5,6,2,0,NA,12.371609,NA,0,0,0,1,1,5.015,4.26195426195426,1,0.43,83,2,45,NA,0,0,0,-0.602409638554217,13278,NA,0.87778528021607,NA,NA,NA,NA,0,0,NA,NA,0,0,21.6,60763900,1.10836003980179,1,1,0,2,2970,2988,5032.0899231812,0.000516764412168413,3.55270714864871,3.68311950699243,9.06138134002686,NA,NA,1,99.099998474121,1,0.0625,0.404109589041096,1,30.19,1,147.65,6,22497,2.97052361772245,1,0,8.35,0,0,1,2,6,99.1,0,1,100,0,0,0,0,0,0,0,0.159999996423721,0,0,0,1.79,4.702,"Not Selected",4,0,0,1,4,4,4,4,9.4938638092791,9.80883727364116,NA
"26",1,1987,4,0,11,9,26,26,NA,3,1,35.5,0,0.5,6,2,0,36,7.4412609,8.30000019073486,0,0,0,1,1,5.215,3.98803589232303,1,0.43,83,2,46,5.30000019073486,0,0,0,-1.91919191919192,12962,NA,-0.602409638554217,NA,NA,NA,NA,0,0,NA,66,0,0,17.6,59735872,-1.69184005634925,1,1,1,2,2913,2970,5196.74525536183,0.000478179514175281,3.27210631555115,3.55270714864871,9.20257663726807,64.0268173217773,NA,1,99.099998474121,1,0.0625,0.397260273972603,1,27.41,1,149.74,6,23124,2.78703827176957,1,0,8.2125,0,0,1,2,6,99.1,0,1,100,0,0,0,0,0,0,0,0.153845995664597,0,0,0,2.13,4.85,"Not Selected",4,0,0,1,4,4,4,4,9.46977727898766,9.7453933528535,NA
"27",1,1988,4,1,12,10,27,27,NA,3,1,NA,0,0.5,6,2,0,NA,5.911545,NA,0,0,0,1,1,NA,NA,1,0.43,83,2,52,NA,0,0,0,-4.94335736354274,12266,38.73,-1.91919191919192,NA,NA,NA,NA,0,0,6.85,NA,0,0,18.9,55070112,-7.81065019022406,1,1,1,2,2769,2913,5363.27262351215,0.000460828014183789,3.20445509578333,3.27210631555115,9.33352470397949,NA,NA,1,99.099998474121,1,0.0625,0.417808219178082,1,31.87,1,118.69,5,23758,2.74174018335928,1,1,9.315,0,0,1,2,6,99.1,2,1,100,0,0,0,0,0,0,0,0.148148000240326,0,0,0,3.62,5.915,"Not Selected",5,0,1,1,4,4,4,4,9.41458648618593,9.60002080461373,NA
"28",1,1989,4,1,13,11,28,28,NA,3,1,NA,0,0.5,4,2,0,NA,9.3043613,NA,0,0,0,1,1,NA,NA,1,0.43,83,2,53,NA,0,0,0,2.63633080534489,12530,NA,-4.94335736354274,NA,NA,NA,NA,0,0,NA,NA,0,0,19.6,59292260,7.66685929383982,1,1,0,2,2842,2769,5528.40446927374,0.000444691599113867,3.07893812888927,3.20445509578333,9.45530223846436,NA,NA,1,99.099998474121,1,0.0625,0.417808219178082,1,40.82,1,105.24,6,24374,2.59281084266352,1,0,10.920833,0,0,1,2,6,99.1,0,1,100,0,0,0,0,0,0,0,0.142857000231743,0,0,0,2.41,7.609,"Not Selected",6,0,1,1,4,4,4,4,9.43588104789011,9.65611068014256,NA
"29",1,1990,4,0,14,12,29,29,NA,3,1,NA,0,0.5,4,2,0,NA,16.619559,NA,0,0,0,1,1,NA,NA,1,0.43,83,2,53,NA,0,1,0,-2.28712174524982,12176,NA,2.63633080534489,NA,NA,NA,NA,0,0,NA,NA,0,0,18,57677660,-2.72312102793855,1,1,0,2,2777,2842,5702.47462220762,0.000395275186747313,3.14865082504981,3.07893812888927,9.5688409805298,NA,NA,1,99.099998474121,1,0.0625,0.445205479452055,1,45.72,1,112.11,4,25003,2.5806186920489,1,0,10.009167,0,0,1,2,6,99.1,0,1,100,0,0,0,0,0,0,0,0.137931004166603,0,0,0,1.18,8.958,"Not Selected",8,0,2,1,5,4,4,4,9.40722208010147,9.58062295898726,NA
"30",2,1975,0,0,1,1,1,1,NA,4,2,NA,0,10.1999998092651,4,1,0,NA,NA,NA,0,0,0,1,2,0.514,NA,1,0.78,37,3,NA,NA,1,0,1,-34.3777976723366,1613,NA,-7.14879467996675,NA,NA,NA,NA,0,0,NA,NA,0,0,2.9,1154415,-56.3250027555748,1,2,0,0,733,1117,3038.79169249845,75.7575531005859,1.48733773227929,1.90224718316254,40.957820892334,NA,NA,2,0,1,0.0238095238095238,0.311594202898551,1,76.27,1,143.62,6,6687,2.40428790199081,1,0,7.8625,86.0999984741211,0,1,4,1,70,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0.39,25.55,"Not Selected",6,0,-2,1,6,5,4,4,7.38585107812521,4.2563317397818,NA
"31",2,1976,0,0,2,2,2,2,NA,4,2,NA,0,10.1999998092651,6,1,0,NA,NA,NA,0,0,0,1,2,0.571,11.0894941634241,1,0.78,37,3,NA,NA,0,0,0,-11.5961800818554,1438,NA,-34.3777976723366,NA,NA,NA,NA,0,0,NA,NA,0,0,3.3,927457.3125,-19.6599738828757,1,2,0,0,648,733,3087.68845618915,75.3098678588867,1.60908573665671,1.48733773227929,40.879940032959,NA,NA,2,0,1,0.0232558139534884,0.302158273381295,1,68.75,1,131.72,6,6852,2.46747420367878,1,0,6.84,86.0999984741211,0,1,4,1,70,0,2,0,0,0,1,0,0,0,0,0,0,0,1,3.58,30.23,"Not Selected",4,0,-2,1,8,6,5,4,7.27100853828099,3.95383648983213,NA
"32",2,1977,0,0,3,3,3,3,NA,4,2,47.5,0,10.1999998092651,6,1,0,1,NA,23.6000099182129,0,0,0,1,2,0.636,11.3835376532399,1,0.78,37,3,NA,6.3899998664856,0,0,0,-0.308641975308642,1439,NA,-11.5961800818554,NA,NA,NA,NA,0,0,NA,160,0,0,3.5,948763.3125,2.29724858630623,1,2,0,0,646,648,3154.13203613621,74.8882293701172,2.15188743585418,1.60908573665671,40.8065986633301,40.0121917724609,NA,2,0,1,0.0227272727272727,0.292857142857143,1,66.31,1,111.12,6,7026,2.53940455341506,1,0,6.8241667,86.0999984741211,0,1,4,1,70,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3.31,38.28,"Not Selected",4,0,0,1,6,8,6,5,7.27170370688737,3.95566756394132,NA
"33",2,1978,0,0,4,4,4,4,NA,4,2,NA,0,10.1999998092651,7,1,0,NA,NA,NA,0,0,0,1,2,0.707,11.1635220125786,1,0.78,37,3,NA,NA,0,0,0,2.63157894736842,1486,NA,-0.308641975308642,NA,NA,NA,NA,0,0,NA,NA,0,0,3.9,1033078,8.88679888747279,1,2,0,0,663,646,3215.95154777927,74.4904327392578,1.95995319583374,2.15188743585418,40.7374000549316,NA,NA,2,0,1,0.0227272727272727,0.302816901408451,1,71.81,1,110.11,7,7208,2.59037859379448,1,0,9.0566667,86.0999984741211,0,1,4,1,70,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3.34,43.81,"Not Selected",2,0,-2,1,4,6,8,6,7.3038432252777,4.04032305538147,NA
"34",2,1979,1,0,5,1,5,5,NA,4,2,NA,0,10.1999998092651,7,1,0,NA,NA,NA,0,0,0,1,2,0.784,10.8910891089109,1,0.78,37,3,NA,NA,0,0,0,-0.452488687782805,1487,NA,2.63157894736842,NA,NA,NA,NA,1,0,NA,NA,0,0,3.9,1055539,2.17418239474657,1,2,0,0,660,663,3281.3584398117,74.114501953125,2.03382703565898,1.95995319583374,40.6720008850098,NA,NA,2,0,1,0.0681818181818182,0.340277777777778,1,76.88,1,107.34,7,7393,2.56659267480577,1,0,12.665833,86.0999984741211,0,1,4,1,70,0,2,0,0,0,0,0,0,0,0,0.200000002980232,0,0,1,2.73,48.96,"Not Selected",2,0,0,1,4,4,6,8,7.30451594646016,4.04209500297605,NA
