"","year","Country","WBCode","wbcode2","gdp1","gdp2","lngdp1","lngdp2","gdpmad","lngdpmad","gdpmadlag","lngdpmadlag","gdpmadlag2","lngdpmadlag2","gdpmadlag3","lngdpmadlag3","gdpmadlag4","lngdpmadlag4","pop","lnpop","IMR_5yr","rgdpl","rgdpl2","rgdpch","kc","kg","ki","openk","gdppwt","gdppwtlag","lngdppwtlag","gdppwtlag2","lngdppwtlag2","gdppwtlag3","lngdppwtlag3","gdppwtlag4","lngdppwtlag4","lngdpavglag","lngdpavglag2","lngdpavglag3","lngdpavglag4","lngdppwt","lngdpavg","cont_dem_ind","civwar","civwarend","pwt_pop","pwt_rgdppc1","pwt_rgdppc2","pwt_rgdppc3","pwt_xrate","pwt_rgdincome","pwt_open","pwt_investment","pwt_pop_lag1","pwt_rgdppc1_lag1","pwt_rgdppc2_lag1","pwt_rgdppc3_lag1","pwt_xrate_lag1","pwt_rgdincome_lag1","pwt_open_lag1","pwt_investment_lag1","pwt_pop_lag2","pwt_rgdppc1_lag2","pwt_rgdppc2_lag2","pwt_rgdppc3_lag2","pwt_xrate_lag2","pwt_rgdincome_lag2","pwt_open_lag2","pwt_investment_lag2","pwt_pop_lag3","pwt_rgdppc1_lag3","pwt_rgdppc2_lag3","pwt_rgdppc3_lag3","pwt_xrate_lag3","pwt_rgdincome_lag3","pwt_open_lag3","pwt_investment_lag3","civwar_lag","civwarend_lag","exports","imports","exports_lag1","imports_lag1","exports_lag2","imports_lag2","imfadj","imfpov","wbank","imfadj_lag1","wbank_lag1","imfadj_lag2","wbank_lag2","imfpov_lag1","imfpov_lag2","dem","dem_ind","eximdiff","eximdiff_lag1","eximdiff_lag2","pwt_xrate_lag4","pwt_xrate_lag5"
"768",1967,"Niger","NER",117,360.299,170896.9,5.886934,12.04882,889,6.7900972355139,904,6.80682936039218,935,6.84054652928869,NA,NA,NA,NA,4534,8.41935983106747,329.1,"992.5742723",992.1111844,985.1434592,64.5615764,21.62438779,14.90388346,30.26889491,992.5742723,994.0581934,6.90179574961091,1020.840218,6.9283813103254,NA,NA,NA,NA,6.85431255500154,6.88446391980704,NA,NA,6.90030184331309,6.8451995394135,1,0,0,8.4193730645485,7.28482777194151,7.24115136123109,7.29906060960844,5.5053315399974,7.24716605173106,3.63653300008525,1.91250123463466,8.3978734758969,7.29689450956916,7.2525145126813,7.31099791990535,5.5040298802029,7.25591608096153,3.88875439895962,1.82616105697597,8.37647258990421,7.32020924204989,7.28251372699859,7.33700852637774,5.50150308260193,7.29447919695034,3.65893560350078,1.86562947259326,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"769",1968,"Niger","NER",117,352.0359,166977.5,5.863733,12.02561,877,6.77650699237218,889,6.7900972355139,904,6.80682936039218,935,6.84054652928869,NA,NA,4633,8.44095988541665,328.3,"991.7710588",993.117203,985.5298197,63.40985023,22.61330109,15.60008691,28.23712011,991.7710588,992.5742723,6.90030184331309,994.0581934,6.90179574961091,1020.840218,6.9283813103254,NA,NA,6.8451995394135,6.85431255500154,6.88446391980704,NA,6.89949229314934,6.83799964276076,1,0,0,8.44097283612061,7.27704038032677,7.23066452480978,7.28999952496038,5.51165298091059,7.24102238537098,3.57431002740556,1.96571291640751,8.4193730645485,7.28482777194151,7.24115136123109,7.29906060960844,5.5053315399974,7.24716605173106,3.63653300008525,1.91250123463466,8.3978734758969,7.29689450956916,7.2525145126813,7.31099791990535,5.5040298802029,7.25591608096153,3.88875439895962,1.82616105697597,8.37647258990421,7.32020924204989,7.28251372699859,7.33700852637774,5.50150308260193,7.29447919695034,3.65893560350078,1.86562947259326,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"770",1969,"Niger","NER",117,323.7448,153558.5,5.779955,11.94184,832,6.72383244082121,877,6.77650699237218,889,6.7900972355139,904,6.80682936039218,935,6.84054652928869,4735,8.46273700562018,328.1,"902.9387914",895.7542067,897.9178398,65.34304731,24.06415643,10.47934691,33.67125318,902.9387914,991.7710588,6.89949229314934,992.5742723,6.90030184331309,994.0581934,6.90179574961091,1020.840218,6.9283813103254,6.83799964276076,6.8451995394135,6.85431255500154,6.88446391980704,6.80565476750938,6.7647436041653,1,0,0,8.46277290803798,7.21684163730171,7.14629174989161,7.2309613369767,5.56052777687289,7.15506838006443,3.71600814583309,1.53255708408084,8.44097283612061,7.27704038032677,7.23066452480978,7.28999952496038,5.51165298091059,7.24102238537098,3.57431002740556,1.96571291640751,8.4193730645485,7.28482777194151,7.24115136123109,7.29906060960844,5.5053315399974,7.24716605173106,3.63653300008525,1.91250123463466,8.3978734758969,7.29689450956916,7.2525145126813,7.31099791990535,5.5040298802029,7.25591608096153,3.88875439895962,1.82616105697597,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,5.50150308260193,NA
"771",1970,"Niger","NER",117,324.5157,153924.2,5.782334,11.94422,839,6.73221070646721,832,6.72383244082121,877,6.77650699237218,889,6.7900972355139,904,6.80682936039218,4841,8.4848765899397,327.6,"942.8929265",948.2064429,941.0889786,57.26465031,24.32860662,16.37867565,31.05964364,942.8929265,902.9387914,6.80565476750938,991.7710588,6.89949229314934,992.5742723,6.90030184331309,994.0581934,6.90179574961091,6.7647436041653,6.83799964276076,6.8451995394135,6.85431255500154,6.84895273058752,6.79058171852736,1,0,0,8.48477330036672,7.2213243731166,7.16848744383781,7.23095409870361,5.62184909551146,7.13370289602683,3.67351200236997,2.01889517461392,8.46277290803798,7.21684163730171,7.14629174989161,7.2309613369767,5.56052777687289,7.15506838006443,3.71600814583309,1.53255708408084,8.44097283612061,7.27704038032677,7.23066452480978,7.28999952496038,5.51165298091059,7.24102238537098,3.57431002740556,1.96571291640751,8.4193730645485,7.28482777194151,7.24115136123109,7.29906060960844,5.5053315399974,7.24716605173106,3.63653300008525,1.91250123463466,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,5.5040298802029,5.50150308260193
"772",1971,"Niger","NER",117,333.3746,158126.1,5.809267,11.97115,867,6.76503897678054,839,6.73221070646721,832,6.72383244082121,877,6.77650699237218,889,6.7900972355139,4949,8.50694081495189,326.6,"945.0912199",942.4326746,943.0557597,59.77731378,22.92905753,12.15425582,29.72410093,945.0912199,942.8929265,6.84895273058752,902.9387914,6.80565476750938,991.7710588,6.89949229314934,992.5742723,6.90030184331309,6.79058171852736,6.7647436041653,6.83799964276076,6.8451995394135,6.85128145182983,6.80816021430518,1,0,0,8.50687413279334,7.2562972403964,7.19660417118491,7.26694605625655,5.61807933609484,7.17800376650457,3.59566709983413,1.68824927770126,8.48477330036672,7.2213243731166,7.16848744383781,7.23095409870361,5.62184909551146,7.13370289602683,3.67351200236997,2.01889517461392,8.46277290803798,7.21684163730171,7.14629174989161,7.2309613369767,5.56052777687289,7.15506838006443,3.71600814583309,1.53255708408084,8.44097283612061,7.27704038032677,7.23066452480978,7.28999952496038,5.51165298091059,7.24102238537098,3.57431002740556,1.96571291640751,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,NA,0,0,NA,NA,NA,5.5053315399974,5.5040298802029
"773",1972,"Niger","NER",117,307.1993,145710.7,5.727497,11.88938,804,6.68959926917897,867,6.76503897678054,839,6.73221070646721,832,6.72383244082121,877,6.77650699237218,5060,8.52912176228151,325.3,"898.175242",904.4119273,896.3471201,56.20947984,23.81142526,16.91790293,35.05229695,898.175242,945.0912199,6.85128145182983,942.8929265,6.84895273058752,902.9387914,6.80565476750938,991.7710588,6.89949229314934,6.80816021430518,6.79058171852736,6.7647436041653,6.83799964276076,6.80036519625682,6.74498223271789,1,0,0,8.52917314455826,7.17038873875178,7.12198724057277,7.18002417714293,5.52954813201265,7.09327172750329,3.79638768428095,2.05412386190067,8.50687413279334,7.2562972403964,7.19660417118491,7.26694605625655,5.61807933609484,7.17800376650457,3.59566709983413,1.68824927770126,8.48477330036672,7.2213243731166,7.16848744383781,7.23095409870361,5.62184909551146,7.13370289602683,3.67351200236997,2.01889517461392,8.46277290803798,7.21684163730171,7.14629174989161,7.2309613369767,5.56052777687289,7.15506838006443,3.71600814583309,1.53255708408084,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.51165298091059,5.5053315399974
"774",1973,"Niger","NER",117,247.5118,117399.7,5.511458,11.67334,652,6.48004456192665,804,6.68959926917897,867,6.76503897678054,839,6.73221070646721,832,6.72383244082121,5175,8.55159461813357,324.5,"770.9620848",795.7557172,770.9765284,42.70215079,25.43026367,28.15834412,45.97425994,770.9620848,898.175242,6.80036519625682,945.0912199,6.85128145182983,942.8929265,6.84895273058752,902.9387914,6.80565476750938,6.74498223271789,6.80816021430518,6.79058171852736,6.7647436041653,6.64763919570042,6.56384187881354,1,0,0,8.55167384224163,6.9394671025856,6.92269315233152,6.94543634691285,5.40667838070462,6.82187054091465,4.14598781120173,2.6411979653902,8.52917314455826,7.17038873875178,7.12198724057277,7.18002417714293,5.52954813201265,7.09327172750329,3.79638768428095,2.05412386190067,8.50687413279334,7.2562972403964,7.19660417118491,7.26694605625655,5.61807933609484,7.17800376650457,3.59566709983413,1.68824927770126,8.48477330036672,7.2213243731166,7.16848744383781,7.23095409870361,5.62184909551146,7.13370289602683,3.67351200236997,2.01889517461392,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.56052777687289,5.51165298091059
"775",1974,"Niger","NER",117,261.3982,123986.3,5.566045,11.72793,693,6.5410299991899,652,6.48004456192665,804,6.68959926917897,867,6.76503897678054,839,6.73221070646721,5295,8.57451825803551,323,"816.419388",831.9085212,813.7267359,60.02657854,25.23102543,24.91931629,35.02752362,816.419388,770.9620848,6.64763919570042,898.175242,6.80036519625682,945.0912199,6.85128145182983,942.8929265,6.84895273058752,6.56384187881354,6.74498223271789,6.80816021430518,6.79058171852736,6.70492817881637,6.62297908900314,1,0,0,8.57447293141809,6.99877444828228,6.97179054944783,7.00643251207692,5.48355134894358,6.97539523662707,3.87598125481486,2.5168897763513,8.55167384224163,6.9394671025856,6.92269315233152,6.94543634691285,5.40667838070462,6.82187054091465,4.14598781120173,2.6411979653902,8.52917314455826,7.17038873875178,7.12198724057277,7.18002417714293,5.52954813201265,7.09327172750329,3.79638768428095,2.05412386190067,8.50687413279334,7.2562972403964,7.19660417118491,7.26694605625655,5.61807933609484,7.17800376650457,3.59566709983413,1.68824927770126,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.62184909551146,5.56052777687289
"776",1975,"Niger","NER",117,246.6119,116972.9,5.507816,11.6697,659,6.49072353450251,693,6.5410299991899,652,6.48004456192665,804,6.68959926917897,867,6.76503897678054,5419,8.59766657556611,322.3,"776.677736",792.0065072,776.0484539,44.49930639,28.62224453,21.02112316,44.10387111,776.677736,816.419388,6.70492817881637,770.9620848,6.64763919570042,898.175242,6.80036519625682,945.0912199,6.85128145182983,6.62297908900314,6.56384187881354,6.74498223271789,6.80816021430518,6.65502551015059,6.57287452232655,1,0,0,8.5976739571591,6.99891138893685,6.93936053047746,7.00979729540713,5.36742356961272,6.80519085173432,4.05178496519461,2.2965671212721,8.57447293141809,6.99877444828228,6.97179054944783,7.00643251207692,5.48355134894358,6.97539523662707,3.87598125481486,2.5168897763513,8.55167384224163,6.9394671025856,6.92269315233152,6.94543634691285,5.40667838070462,6.82187054091465,4.14598781120173,2.6411979653902,8.52917314455826,7.17038873875178,7.12198724057277,7.18002417714293,5.52954813201265,7.09327172750329,3.79638768428095,2.05412386190067,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.61807933609484,5.62184909551146
"777",1976,"Niger","NER",117,240.8702,114249.5,5.484258,11.64614,648,6.47389069635227,659,6.49072353450251,693,6.5410299991899,652,6.48004456192665,804,6.68959926917897,5548,8.62119278143472,321.8,"775.7455966",791.8904719,775.4090342,42.82692964,30.63973511,21.05441296,47.91435643,775.7455966,776.677736,6.65502551015059,816.419388,6.70492817881637,770.9620848,6.64763919570042,898.175242,6.80036519625682,6.57287452232655,6.62297908900314,6.56384187881354,6.74498223271789,6.65382462699913,6.5638576616757,1,0,0,8.62117295445374,6.99561046744604,6.92534958836565,7.00807109239978,5.47625432920914,6.84100631768745,4.13692502572911,2.30058319052377,8.5976739571591,6.99891138893685,6.93936053047746,7.00979729540713,5.36742356961272,6.80519085173432,4.05178496519461,2.2965671212721,8.57447293141809,6.99877444828228,6.97179054944783,7.00643251207692,5.48355134894358,6.97539523662707,3.87598125481486,2.5168897763513,8.55167384224163,6.9394671025856,6.92269315233152,6.94543634691285,5.40667838070462,6.82187054091465,4.14598781120173,2.6411979653902,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.52954813201265,5.61807933609484
"778",1977,"Niger","NER",117,251.7566,119413.1,5.528463,11.69034,682,6.52502965784346,648,6.47389069635227,659,6.49072353450251,693,6.5410299991899,652,6.48004456192665,5682,8.64505856241413,320.6,"831.8301771",849.9366034,831.5443798,42.82563304,31.53164094,21.54633535,40.98558333,831.8301771,775.7455966,6.65382462699913,776.677736,6.65502551015059,816.419388,6.70492817881637,770.9620848,6.64763919570042,6.5638576616757,6.57287452232655,6.62297908900314,6.56384187881354,6.7236283059246,6.62432898188403,1,0,0,8.64507440195782,7.06054503402836,6.9871854923501,7.07349003301896,5.5040298802029,6.91327004566466,3.98583095114987,2.32825293720851,8.62117295445374,6.99561046744604,6.92534958836565,7.00807109239978,5.47625432920914,6.84100631768745,4.13692502572911,2.30058319052377,8.5976739571591,6.99891138893685,6.93936053047746,7.00979729540713,5.36742356961272,6.80519085173432,4.05178496519461,2.2965671212721,8.57447293141809,6.99877444828228,6.97179054944783,7.00643251207692,5.48355134894358,6.97539523662707,3.87598125481486,2.5168897763513,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.40667838070462,5.52954813201265
"779",1978,"Niger","NER",117,277.0141,131393.2,5.624068,11.78595,756,6.62804137617953,682,6.52502965784346,648,6.47389069635227,659,6.49072353450251,693,6.5410299991899,5816,8.66836801921336,318.2,"889.7761308",914.3388866,889.7071331,40.48977317,26.95199663,24.76011806,47.15992337,889.7761308,831.8301771,6.7236283059246,775.7455966,6.65382462699913,776.677736,6.65502551015059,816.419388,6.70492817881637,6.62432898188403,6.5638576616757,6.57287452232655,6.62297908900314,6.79096989265812,6.70950563441883,1,0,0,8.66830096074078,7.11251487702213,7.07492089673295,7.12205181137866,5.41902944614175,6.87842945063007,4.14075095094716,2.48323867615975,8.64507440195782,7.06054503402836,6.9871854923501,7.07349003301896,5.5040298802029,6.91327004566466,3.98583095114987,2.32825293720851,8.62117295445374,6.99561046744604,6.92534958836565,7.00807109239978,5.47625432920914,6.84100631768745,4.13692502572911,2.30058319052377,8.5976739571591,6.99891138893685,6.93936053047746,7.00979729540713,5.36742356961272,6.80519085173432,4.05178496519461,2.2965671212721,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.48355134894358,5.40667838070462
"780",1979,"Niger","NER",117,287.7642,136492.2,5.662141,11.82402,791,6.67329796776765,756,6.62804137617953,682,6.52502965784346,648,6.47389069635227,659,6.49072353450251,5952,8.69148257651293,314.3,"931.289194",957.5628794,930.3610201,48.790532,24.65087783,27.48436271,40.20670828,931.289194,889.7761308,6.79096989265812,831.8301771,6.7236283059246,775.7455966,6.65382462699913,776.677736,6.65502551015059,6.70950563441883,6.62432898188403,6.5638576616757,6.57287452232655,6.83656985632489,6.75493391204627,1,0,0,8.69155817866173,7.12675425419411,7.1119361709443,7.1323457837541,5.35997675163578,7.04033496975709,4.01457961180378,2.61885469518403,8.66830096074078,7.11251487702213,7.07492089673295,7.12205181137866,5.41902944614175,6.87842945063007,4.14075095094716,2.48323867615975,8.64507440195782,7.06054503402836,6.9871854923501,7.07349003301896,5.5040298802029,6.91327004566466,3.98583095114987,2.32825293720851,8.62117295445374,6.99561046744604,6.92534958836565,7.00807109239978,5.47625432920914,6.84100631768745,4.13692502572911,2.30058319052377,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.36742356961272,5.48355134894358
"781",1980,"Niger","NER",117,272.7256,129359.1,5.608466,11.77035,810,6.69703424766648,791,6.67329796776765,756,6.62804137617953,682,6.52502965784346,648,6.47389069635227,6093,8.71489585024849,310.7,"858.7322185",891.510055,858.6035923,57.58165959,19.95605181,36.06394561,44.76257576,858.7322185,931.289194,6.83656985632489,889.7761308,6.79096989265812,831.8301771,6.7236283059246,775.7455966,6.65382462699913,6.75493391204627,6.70950563441883,6.62432898188403,6.5638576616757,6.75545713706308,6.72624569236478,1,0,0,8.71497298513664,6.99010916091066,7.03584941736938,6.99038540654978,5.35318427272193,7.05128403192323,4.18052227375367,2.94601673385666,8.69155817866173,7.12675425419411,7.1119361709443,7.1323457837541,5.35997675163578,7.04033496975709,4.01457961180378,2.61885469518403,8.66830096074078,7.11251487702213,7.07492089673295,7.12205181137866,5.41902944614175,6.87842945063007,4.14075095094716,2.48323867615975,8.64507440195782,7.06054503402836,6.9871854923501,7.07349003301896,5.5040298802029,6.91327004566466,3.98583095114987,2.32825293720851,0,0,5.01764880973472,5.29775186562302,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,-0.280103055888306,NA,NA,5.47625432920914,5.36742356961272
"782",1981,"Niger","NER",117,265.9493,126145,5.583306,11.74519,801,6.68586094706836,810,6.69703424766648,791,6.67329796776765,756,6.62804137617953,682,6.52502965784346,6239,8.73857519211079,307.5,"787.1838156",803.4379919,785.3664693,62.20659904,20.05857761,26.90418335,49.17452285,787.1838156,858.7322185,6.75545713706308,931.289194,6.83656985632489,889.7761308,6.79096989265812,831.8301771,6.7236283059246,6.72624569236478,6.75493391204627,6.70950563441883,6.62432898188403,6.66846178607548,6.67716136657192,1,0,0,8.73857519227107,6.999513705134,7.00752821404598,6.99961405590556,5.60480892991693,7.04322105036414,4.17684579908068,2.55645189453061,8.71497298513664,6.99010916091066,7.03584941736938,6.99038540654978,5.35318427272193,7.05128403192323,4.18052227375367,2.94601673385666,8.69155817866173,7.12675425419411,7.1119361709443,7.1323457837541,5.35997675163578,7.04033496975709,4.01457961180378,2.61885469518403,8.66830096074078,7.11251487702213,7.07492089673295,7.12205181137866,5.41902944614175,6.87842945063007,4.14075095094716,2.48323867615975,0,0,4.86525940413529,5.07957202249904,5.01764880973472,5.29775186562302,NA,NA,0,0,0,0,0,0,0,0,0,0,0,-0.214312618363751,-0.280103055888306,NA,5.5040298802029,5.47625432920914
"783",1982,"Niger","NER",117,261.9174,124232.6,5.568029,11.72991,772,6.64898455002478,801,6.68586094706836,810,6.69703424766648,791,6.67329796776765,756,6.62804137617953,6389,8.76233304060234,306.1,"772.9917735",785.5097821,770.2650691,69.58046422,21.05800984,26.12269808,50.89006842,772.9917735,787.1838156,6.66846178607548,858.7322185,6.75545713706308,931.289194,6.83656985632489,889.7761308,6.79096989265812,6.67716136657192,6.72624569236478,6.75493391204627,6.70950563441883,6.65026840622808,6.64962647812643,1,0,0,8.76236121378506,6.98874523110873,6.98965779552313,6.98810870853048,5.79487164031958,7.07627367647732,4.2052894710903,2.51930815702063,8.73857519227107,6.999513705134,7.00752821404598,6.99961405590556,5.60480892991693,7.04322105036414,4.17684579908068,2.55645189453061,8.71497298513664,6.99010916091066,7.03584941736938,6.99038540654978,5.35318427272193,7.05128403192323,4.18052227375367,2.94601673385666,8.69155817866173,7.12675425419411,7.1119361709443,7.1323457837541,5.35997675163578,7.04033496975709,4.01457961180378,2.61885469518403,0,0,4.77609112412862,4.76504920127846,4.86525940413529,5.07957202249904,5.01764880973472,5.29775186562302,0,0,0,0,0,0,0,0,0,0,0,0.0110419228501666,-0.214312618363751,-0.280103055888306,5.41902944614175,5.5040298802029
"784",1983,"Niger","NER",117,241.7521,114667.8,5.487913,11.64979,740,6.60665018619822,772,6.64898455002478,801,6.68586094706836,810,6.69703424766648,791,6.67329796776765,6544,8.78630387828258,305.3,"745.2227295",743.8008118,740.689835,73.31582404,21.58522894,16.35138996,42.38843677,745.2227295,772.9917735,6.65026840622808,787.1838156,6.66846178607548,858.7322185,6.75545713706308,931.289194,6.83656985632489,6.64962647812643,6.67716136657192,6.72624569236478,6.75493391204627,6.61368313947001,6.61016666283411,1,0,0,8.78632374376375,6.9639276522327,6.92523167426605,6.96350214244232,5.94298308790927,7.06376708384128,4.01005676383188,2.03992091355656,8.76236121378506,6.98874523110873,6.98965779552313,6.98810870853048,5.79487164031958,7.07627367647732,4.2052894710903,2.51930815702063,8.73857519227107,6.999513705134,7.00752821404598,6.99961405590556,5.60480892991693,7.04322105036414,4.17684579908068,2.55645189453061,8.71497298513664,6.99010916091066,7.03584941736938,6.99038540654978,5.35318427272193,7.05128403192323,4.18052227375367,2.94601673385666,0,0,4.41065860125072,4.65973920749346,4.77609112412862,4.76504920127846,4.86525940413529,5.07957202249904,0,0,0,0,0,0,0,0,0,0,0,-0.249080606242741,0.0110419228501666,-0.214312618363751,5.35997675163578,5.41902944614175
"785",1984,"Niger","NER",117,194.8615,92426.63,5.272289,11.43417,600,6.39692965521615,740,6.60665018619822,772,6.64898455002478,801,6.68586094706836,810,6.69703424766648,6704,8.81045964216192,308.1,"576.0816836",562.4550139,571.3905521,80.58090109,21.24420964,5.421462342,44.73606669,576.0816836,745.2227295,6.61368313947001,772.9917735,6.65026840622808,787.1838156,6.66846178607548,858.7322185,6.75545713706308,6.61016666283411,6.64962647812643,6.67716136657192,6.72624569236478,6.3562494624471,6.37658955883162,1,0,0,8.81046710051716,6.77923985788385,6.70582267776283,6.77839802081019,6.07984166001393,6.85496613057313,3.99009455934627,0.862890377087879,8.78632374376375,6.9639276522327,6.92523167426605,6.96350214244232,5.94298308790927,7.06376708384128,4.01005676383188,2.03992091355656,8.76236121378506,6.98874523110873,6.98965779552313,6.98810870853048,5.79487164031958,7.07627367647732,4.2052894710903,2.51930815702063,8.73857519227107,6.999513705134,7.00752821404598,6.99961405590556,5.60480892991693,7.04322105036414,4.17684579908068,2.55645189453061,0,0,4.29583379836886,4.51524659955466,4.41065860125072,4.65973920749346,4.77609112412862,4.76504920127846,0,0,0,0,0,0,0,0,0,0,0,-0.219412801185806,-0.249080606242741,0.0110419228501666,5.35318427272193,5.35997675163578
"786",1985,"Niger","NER",117,203.4393,96495.26,5.315368,11.47725,596,6.39024066706535,600,6.39692965521615,740,6.60665018619822,772,6.64898455002478,801,6.68586094706836,6869,8.83477381421388,311.4,"630.642711",628.7727558,627.0501071,74.51880388,20.56395768,16.12484614,43.98334179,630.642711,576.0816836,6.3562494624471,745.2227295,6.61368313947001,772.9917735,6.65026840622808,787.1838156,6.66846178607548,6.37658955883162,6.61016666283411,6.64962647812643,6.67716136657192,6.44673947554997,6.41849007130766,1,0,0,8.83480438602782,6.79601892636028,6.76164221199467,6.79504560316922,6.10760178696291,6.85251737378431,4.04777694386692,2.02683172315984,8.81046710051716,6.77923985788385,6.70582267776283,6.77839802081019,6.07984166001393,6.85496613057313,3.99009455934627,0.862890377087879,8.78632374376375,6.9639276522327,6.92523167426605,6.96350214244232,5.94298308790927,7.06376708384128,4.01005676383188,2.03992091355656,8.76236121378506,6.98874523110873,6.98965779552313,6.98810870853048,5.79487164031958,7.07627367647732,4.2052894710903,2.51930815702063,0,0,4.54310257063045,4.51803384796788,4.29583379836886,4.51524659955466,4.41065860125072,4.65973920749346,0,0,0,0,0,0,0,0,0,0,0,0.025068722662561,-0.219412801185806,-0.249080606242741,5.60480892991693,5.35318427272193
"787",1986,"Niger","NER",117,209.7109,99470.02,5.34573,11.50761,608,6.41017488196617,596,6.39024066706535,600,6.39692965521615,740,6.60665018619822,772,6.64898455002478,7040,8.85936344915209,315.1,"602.3554293",601.4570155,599.1115139,73.35587046,20.34387299,16.70937086,47.0817132,602.3554293,630.642711,6.44673947554997,576.0816836,6.3562494624471,745.2227295,6.61368313947001,772.9917735,6.65026840622808,6.41849007130766,6.37658955883162,6.61016666283411,6.64962647812643,6.40084768520258,6.40551128358437,1,0,0,8.85933646029357,6.86544259163956,6.82146727774771,6.86510870530423,5.84733433057554,6.85870158114076,3.73169947524896,1.87180233074773,8.83480438602782,6.79601892636028,6.76164221199467,6.79504560316922,6.10760178696291,6.85251737378431,4.04777694386692,2.02683172315984,8.81046710051716,6.77923985788385,6.70582267776283,6.77839802081019,6.07984166001393,6.85496613057313,3.99009455934627,0.862890377087879,8.78632374376375,6.9639276522327,6.92523167426605,6.96350214244232,5.94298308790927,7.06376708384128,4.01005676383188,2.03992091355656,0,0,4.54037242853702,4.71735049409626,4.54310257063045,4.51803384796788,4.29583379836886,4.51524659955466,0,0,1,0,0,0,0,0,0,0,0,-0.176978065559239,0.025068722662561,-0.219412801185806,5.79487164031958,5.60480892991693
"788",1987,"Niger","NER",117,203.3894,96471.62,5.315123,11.477,572,6.3491389913798,608,6.41017488196617,596,6.39024066706535,600,6.39692965521615,740,6.60665018619822,7216,8.88405606174246,316.8,"567.5715661",561.778341,563.5214836,78.39017071,22.22300594,12.7216107,58.10944556,567.5715661,602.3554293,6.40084768520258,630.642711,6.44673947554997,576.0816836,6.3562494624471,745.2227295,6.61368313947001,6.40551128358437,6.41849007130766,6.37658955883162,6.61016666283411,6.34136684906985,6.34525292022482,1,0,0,8.88405051862843,6.84309941869393,6.79388084590191,6.84293938711419,5.70558085992492,6.9029236263248,3.86702566041791,1.92716425179466,8.85933646029357,6.86544259163956,6.82146727774771,6.86510870530423,5.84733433057554,6.85870158114076,3.73169947524896,1.87180233074773,8.83480438602782,6.79601892636028,6.76164221199467,6.79504560316922,6.10760178696291,6.85251737378431,4.04777694386692,2.02683172315984,8.81046710051716,6.77923985788385,6.70582267776283,6.77839802081019,6.07984166001393,6.85496613057313,3.99009455934627,0.862890377087879,0,0,4.37029781484916,4.70369218573134,4.54037242853702,4.71735049409626,4.54310257063045,4.51803384796788,1,0,1,0,1,0,0,0,0,0,0,-0.33339437088217,-0.176978065559239,0.025068722662561,5.94298308790927,5.79487164031958
