"","year","Country","WBCode","wbcode2","gdp1","gdp2","lngdp1","lngdp2","gdpmad","lngdpmad","gdpmadlag","lngdpmadlag","gdpmadlag2","lngdpmadlag2","gdpmadlag3","lngdpmadlag3","gdpmadlag4","lngdpmadlag4","pop","lnpop","IMR_5yr","rgdpl","rgdpl2","rgdpch","kc","kg","ki","openk","gdppwt","gdppwtlag","lngdppwtlag","gdppwtlag2","lngdppwtlag2","gdppwtlag3","lngdppwtlag3","gdppwtlag4","lngdppwtlag4","lngdpavglag","lngdpavglag2","lngdpavglag3","lngdpavglag4","lngdppwt","lngdpavg","cont_dem_ind","civwar","civwarend","pwt_pop","pwt_rgdppc1","pwt_rgdppc2","pwt_rgdppc3","pwt_xrate","pwt_rgdincome","pwt_open","pwt_investment","pwt_pop_lag1","pwt_rgdppc1_lag1","pwt_rgdppc2_lag1","pwt_rgdppc3_lag1","pwt_xrate_lag1","pwt_rgdincome_lag1","pwt_open_lag1","pwt_investment_lag1","pwt_pop_lag2","pwt_rgdppc1_lag2","pwt_rgdppc2_lag2","pwt_rgdppc3_lag2","pwt_xrate_lag2","pwt_rgdincome_lag2","pwt_open_lag2","pwt_investment_lag2","pwt_pop_lag3","pwt_rgdppc1_lag3","pwt_rgdppc2_lag3","pwt_rgdppc3_lag3","pwt_xrate_lag3","pwt_rgdincome_lag3","pwt_open_lag3","pwt_investment_lag3","civwar_lag","civwarend_lag","exports","imports","exports_lag1","imports_lag1","exports_lag2","imports_lag2","imfadj","imfpov","wbank","imfadj_lag1","wbank_lag1","imfadj_lag2","wbank_lag2","imfpov_lag1","imfpov_lag2","dem","dem_ind","eximdiff","eximdiff_lag1","eximdiff_lag2","pwt_xrate_lag4","pwt_xrate_lag5"
"248",1987,"Cote d'Ivoire","CIV",33,760.6974,490032.9,6.634236,13.10223,1618,7.38894609761844,1705,7.44132038971762,1716,7.44775128004791,1696,7.43602781635185,1820,7.50659178007084,11105,9.31515073632853,150.6,"1537.979244",1549.23752,1532.320186,75.74922137,7.796542003,6.540543815,65.29574219,1537.979244,1587.098043,7.36966249744615,1580.420604,7.36544629565802,1563.316052,7.35456451855334,1594.878107,7.37455259035507,7.40549144358189,7.40659878785297,7.39529616745259,7.44057218521295,7.33822465452589,7.36358537607216,1,0,0,9.31517504949536,7.93602020818705,7.9355158270361,7.9377246352846,5.70558085992492,7.86462349587053,4.23033128596926,1.54543279567778,9.2791254886436,7.96202898084146,7.97564028334269,7.96365837717595,5.84733433057554,7.96001293551335,4.27527627863521,1.78507064886248,9.2429701820946,7.95486372513408,7.95979294769917,7.95642073514784,6.10760178696291,7.98813570639491,4.46567821866639,1.62924073580869,9.20667666890473,7.92175694327378,7.90235059385053,7.92358722755053,6.07984166001393,7.94841001140458,4.45364938998287,1.10525716251255,0,0,4.53576592608646,4.38180799218585,4.44911840649998,4.45753833741987,4.28809989315249,4.33563918987073,0,0,0,0,1,0,0,0,0,0,0,0.153957933900603,-0.0084199309198878,-0.0475392967182371,5.94298308790927,5.79487164031958
"249",1988,"Cote d'Ivoire","CIV",33,742.467,478289.1,6.609978,13.07797,1533,7.33498187887181,1618,7.38894609761844,1705,7.44132038971762,1716,7.44775128004791,1696,7.43602781635185,11512,9.3511452485672,150.1,"1501.721362",1510.361317,1495.778335,75.19200657,8.019186094,5.845507746,61.97172421,1501.721362,1537.979244,7.33822465452589,1587.098043,7.36966249744615,1580.420604,7.36544629565802,1563.316052,7.35456451855334,7.36358537607216,7.40549144358189,7.40659878785297,7.39529616745259,7.31436730379648,7.32467459133415,1,0,0,9.35112266327046,7.91400005431958,7.90840554184167,7.91586647267166,5.69659000743209,7.81815670327842,4.17623173705055,1.43031148577109,9.31517504949536,7.93602020818705,7.9355158270361,7.9377246352846,5.70558085992492,7.86462349587053,4.23033128596926,1.54543279567778,9.2791254886436,7.96202898084146,7.97564028334269,7.96365837717595,5.84733433057554,7.96001293551335,4.27527627863521,1.78507064886248,9.2429701820946,7.95486372513408,7.95979294769917,7.95642073514784,6.10760178696291,7.98813570639491,4.46567821866639,1.62924073580869,0,0,4.46122633934252,4.26608087830547,4.53576592608646,4.38180799218585,4.44911840649998,4.45753833741987,0,0,0,0,0,0,1,0,0,0,0,0.19514546103705,0.153957933900603,-0.0084199309198878,6.07984166001393,5.94298308790927
"250",1989,"Cote d'Ivoire","CIV",33,737.9639,475388.2,6.603895,13.07189,1470,7.29301767977278,1533,7.33498187887181,1618,7.38894609761844,1705,7.44132038971762,1716,7.44775128004791,11931,9.3868953338758,150.4,"1659.903724",1627.042253,1648.55473,75.79667911,7.386857159,1.484441612,58.50446308,1659.903724,1501.721362,7.31436730379648,1537.979244,7.33822465452589,1587.098043,7.36966249744615,1580.420604,7.36544629565802,7.32467459133415,7.36358537607216,7.40549144358189,7.40659878785297,7.4145148820783,7.35376628092554,1,0,0,9.38686599818443,8.03019151069873,7.99016704531732,8.03188585586203,5.76522245339059,7.88360842204436,4.10264338156572,0.0392216746912805,9.35112266327046,7.91400005431958,7.90840554184167,7.91586647267166,5.69659000743209,7.81815670327842,4.17623173705055,1.43031148577109,9.31517504949536,7.93602020818705,7.9355158270361,7.9377246352846,5.70558085992492,7.86462349587053,4.23033128596926,1.54543279567778,9.2791254886436,7.96202898084146,7.97564028334269,7.96365837717595,5.84733433057554,7.96001293551335,4.27527627863521,1.78507064886248,0,0,4.47615914840961,4.27953903742278,4.46122633934252,4.26608087830547,4.53576592608646,4.38180799218585,0,0,0,0,0,0,0,0,0,0,0,0.196620110986832,0.19514546103705,0.153957933900603,6.10760178696291,6.07984166001393
"251",1990,"Cote d'Ivoire","CIV",33,704.9722,454135.3,6.558158,13.02615,1307,7.17548971362422,1470,7.29301767977278,1533,7.33498187887181,1618,7.38894609761844,1705,7.44132038971762,12491,9.43276366396591,151.4,"1558.039274",1530.417841,1549.428692,69.88265671,6.153973081,2.265843664,61.44052071,1558.039274,1659.903724,7.4145148820783,1501.721362,7.31436730379648,1537.979244,7.33822465452589,1587.098043,7.36966249744615,7.35376628092554,7.32467459133415,7.36358537607216,7.40549144358189,7.3511834340719,7.26333657384806,1,0,0,9.43275405708284,7.96821907980457,7.9386203489442,7.96924358849312,5.60675749575729,7.755248834934,4.15025220992084,0.46373464516276,9.38686599818443,8.03019151069873,7.99016704531732,8.03188585586203,5.76522245339059,7.88360842204436,4.10264338156572,0.0392216746912805,9.35112266327046,7.91400005431958,7.90840554184167,7.91586647267166,5.69659000743209,7.81815670327842,4.17623173705055,1.43031148577109,9.31517504949536,7.93602020818705,7.9355158270361,7.9377246352846,5.70558085992492,7.86462349587053,4.23033128596926,1.54543279567778,0,0,4.46975328711677,4.36963031641313,4.47615914840961,4.27953903742278,4.46122633934252,4.26608087830547,0,0,1,0,0,0,0,0,0,0,0,0.100122970703638,0.196620110986832,0.19514546103705,5.84733433057554,6.10760178696291
"252",1991,"Cote d'Ivoire","CIV",33,681.7066,439147.9,6.5246,12.99259,1252,7.13249755166004,1307,7.17548971362422,1470,7.29301767977278,1533,7.33498187887181,1618,7.38894609761844,13040,9.47577683548064,152.7,"1478.297647",1469.771461,1475.423907,71.09868135,5.418668136,5.833347265,59.72567596,1478.297647,1558.039274,7.3511834340719,1659.903724,7.4145148820783,1501.721362,7.31436730379648,1537.979244,7.33822465452589,7.26333657384806,7.35376628092554,7.32467459133415,7.36358537607216,7.29864646621262,7.21557200893633,1,0,0,9.47574002506389,7.90556332344232,7.90298657329854,7.9042388614732,5.64229706934693,7.72974851855085,4.13196144184477,1.42069602938309,9.43275405708284,7.96821907980457,7.9386203489442,7.96924358849312,5.60675749575729,7.755248834934,4.15025220992084,0.46373464516276,9.38686599818443,8.03019151069873,7.99016704531732,8.03188585586203,5.76522245339059,7.88360842204436,4.10264338156572,0.0392216746912805,9.35112266327046,7.91400005431958,7.90840554184167,7.91586647267166,5.69659000743209,7.81815670327842,4.17623173705055,1.43031148577109,0,0,4.47249553223742,4.23534159820866,4.46975328711677,4.36963031641313,4.47615914840961,4.27953903742278,0,0,0,0,1,0,0,0,0,0,0,0.23715393402876,0.100122970703638,0.196620110986832,5.70558085992492,5.84733433057554
"253",1992,"Cote d'Ivoire","CIV",33,657.8202,423760.5,6.488932,12.95692,1214,7.10167597161944,1252,7.13249755166004,1307,7.17548971362422,1470,7.29301767977278,1533,7.33498187887181,13422,9.50465043071818,154.2,"1441.240164",1419.307697,1436.287342,73.34649414,5.823604558,3.837189475,59.94726161,1441.240164,1478.297647,7.29864646621262,1558.039274,7.3511834340719,1659.903724,7.4145148820783,1501.721362,7.31436730379648,7.21557200893633,7.26333657384806,7.35376628092554,7.32467459133415,7.27325924692858,7.18746760927401,1,0,0,9.50466086137456,7.88546467065876,7.86582498770685,7.88534052626743,5.57855933368013,7.72645523290383,4.1303550158223,0.996949003895232,9.47574002506389,7.90556332344232,7.90298657329854,7.9042388614732,5.64229706934693,7.72974851855085,4.13196144184477,1.42069602938309,9.43275405708284,7.96821907980457,7.9386203489442,7.96924358849312,5.60675749575729,7.755248834934,4.15025220992084,0.46373464516276,9.38686599818443,8.03019151069873,7.99016704531732,8.03188585586203,5.76522245339059,7.88360842204436,4.10264338156572,0.0392216746912805,0,0,4.58441730782373,4.30339163245065,4.47249553223742,4.23534159820866,4.46975328711677,4.36963031641313,0,0,1,0,0,0,1,0,0,0,0,0.281025675373084,0.23715393402876,0.100122970703638,5.69659000743209,5.70558085992492
"254",1993,"Cote d'Ivoire","CIV",33,635.5785,409432.7,6.454535,12.92253,1173,7.06731984865348,1214,7.10167597161944,1252,7.13249755166004,1307,7.17548971362422,1470,7.29301767977278,13861,9.53683442021335,154.5,"1374.353536",1371.260999,1371.613109,74.00552269,5.698543818,6.770920517,56.32221428,1374.353536,1441.240164,7.27325924692858,1478.297647,7.29864646621262,1558.039274,7.3511834340719,1659.903724,7.4145148820783,7.18746760927401,7.21557200893633,7.26333657384806,7.35376628092554,7.22573874390649,7.14652929627998,1,0,0,9.53680339751154,7.8284044992315,7.8311368120001,7.82762360403129,5.64601211243756,7.68584085651756,4.07753746085487,1.5748466747038,9.50466086137456,7.88546467065876,7.86582498770685,7.88534052626743,5.57855933368013,7.72645523290383,4.1303550158223,0.996949003895232,9.47574002506389,7.90556332344232,7.90298657329854,7.9042388614732,5.64229706934693,7.72974851855085,4.13196144184477,1.42069602938309,9.43275405708284,7.96821907980457,7.9386203489442,7.96924358849312,5.60675749575729,7.755248834934,4.15025220992084,0.46373464516276,0,0,4.4782034131163,4.17100136447888,4.58441730782373,4.30339163245065,4.47249553223742,4.23534159820866,0,0,1,0,1,0,0,0,0,0,0,0.307202048637417,0.281025675373084,0.23715393402876,5.76522245339059,5.69659000743209
"255",1994,"Cote d'Ivoire","CIV",33,620.7286,399866.5,6.430894,12.89889,1154,7.05098944706805,1173,7.06731984865348,1214,7.10167597161944,1252,7.13249755166004,1307,7.17548971362422,14380,9.57359363127504,154.5,"1331.594087",1347.867128,1331.636289,68.24114976,5.254995343,9.173173914,60.56185999,1331.594087,1374.353536,7.22573874390649,1441.240164,7.27325924692858,1478.297647,7.29864646621262,1558.039274,7.3511834340719,7.14652929627998,7.18746760927401,7.21557200893633,7.26333657384806,7.19413206516833,7.12256075611819,1,0,0,9.57358806804677,7.7906877602555,7.81580010704575,7.78958292265193,6.31932841099375,7.68671311641408,4.15622331493458,1.8840348973129,9.53680339751154,7.8284044992315,7.8311368120001,7.82762360403129,5.64601211243756,7.68584085651756,4.07753746085487,1.5748466747038,9.50466086137456,7.88546467065876,7.86582498770685,7.88534052626743,5.57855933368013,7.72645523290383,4.1303550158223,0.996949003895232,9.47574002506389,7.90556332344232,7.90298657329854,7.9042388614732,5.64229706934693,7.72974851855085,4.13196144184477,1.42069602938309,0,0,4.37998125957592,4.25603389739139,4.4782034131163,4.17100136447888,4.58441730782373,4.30339163245065,0,1,4,0,1,0,1,0,0,0,0,0.123947362184526,0.307202048637417,0.281025675373084,5.60675749575729,5.76522245339059
"256",1995,"Cote d'Ivoire","CIV",33,644.6808,415296.3,6.468755,12.93675,1197,7.08757370555797,1154,7.05098944706805,1173,7.06731984865348,1214,7.10167597161944,1252,7.13249755166004,14846,9.60548574767749,154.2,"1377.339104",1400.152421,1377.627838,70.83659336,5.710003212,10.00992646,64.35489546,1377.339104,1331.594087,7.19413206516833,1374.353536,7.22573874390649,1441.240164,7.27325924692858,1478.297647,7.29864646621262,7.12256075611819,7.14652929627998,7.18746760927401,7.21557200893633,7.22790873130127,7.15774121842962,1,0,0,9.60547227601191,7.82009822900978,7.84995544418579,7.81887667322334,6.21290665378584,7.71804084345517,4.2214176594634,1.9754690899931,9.57358806804677,7.7906877602555,7.81580010704575,7.78958292265193,6.31932841099375,7.68671311641408,4.15622331493458,1.8840348973129,9.53680339751154,7.8284044992315,7.8311368120001,7.82762360403129,5.64601211243756,7.68584085651756,4.07753746085487,1.5748466747038,9.50466086137456,7.88546467065876,7.86582498770685,7.88534052626743,5.57855933368013,7.72645523290383,4.1303550158223,0.996949003895232,0,0,4.77655160211408,4.56501240841233,4.37998125957592,4.25603389739139,4.4782034131163,4.17100136447888,0,1,0,0,4,0,1,1,0,0,0,0.211539193701746,0.123947362184526,0.307202048637417,5.64229706934693,5.60675749575729
"257",1996,"Cote d'Ivoire","CIV",33,674.3893,434434.2,6.513808,12.9818,1252,7.13249755166004,1197,7.08757370555797,1154,7.05098944706805,1173,7.06731984865348,1214,7.10167597161944,15281,9.63436550560526,153.7,"1448.82779",1449.068054,1446.55902,70.14114483,5.594607187,6.655535181,76.43031107,1448.82779,1377.339104,7.22790873130127,1331.594087,7.19413206516833,1374.353536,7.22573874390649,1441.240164,7.27325924692858,7.15774121842962,7.12256075611819,7.14652929627998,7.18746760927401,7.27851008777674,7.20550381971839,1,0,0,9.63439495357164,7.88236774815082,7.88676537871244,7.88201676170562,6.23744533427979,7.76055653969999,4.38165157684849,1.55603734667743,9.60547227601191,7.82009822900978,7.84995544418579,7.81887667322334,6.21290665378584,7.71804084345517,4.2214176594634,1.9754690899931,9.57358806804677,7.7906877602555,7.81580010704575,7.78958292265193,6.31932841099375,7.68671311641408,4.15622331493458,1.8840348973129,9.53680339751154,7.8284044992315,7.8311368120001,7.82762360403129,5.64601211243756,7.68584085651756,4.07753746085487,1.5748466747038,0,0,4.73146322826361,4.7010717546739,4.77655160211408,4.56501240841233,4.37998125957592,4.25603389739139,0,1,2,0,0,0,4,1,1,0,0,0.0303914735897095,0.211539193701746,0.123947362184526,5.57855933368013,5.64229706934693
"258",1997,"Cote d'Ivoire","CIV",33,693.3929,446676.1,6.541597,13.00959,1289,7.16162200293919,1252,7.13249755166004,1197,7.08757370555797,1154,7.05098944706805,1173,7.06731984865348,15686,9.66052387377261,152.8,"1481.039745",1491.433773,1479.925102,68.28423859,5.47121825,7.854929125,79.28886232,1481.039745,1448.82779,7.27851008777674,1377.339104,7.22790873130127,1331.594087,7.19413206516833,1374.353536,7.22573874390649,7.20550381971839,7.15774121842962,7.12256075611819,7.14652929627998,7.3004996505046,7.23106082672189,1,0,0,9.66053853648546,7.90091815952308,7.9158190335625,7.90003991817294,6.369335756337,7.76710733800094,4.42184814087256,1.72455089778771,9.63439495357164,7.88236774815082,7.88676537871244,7.88201676170562,6.23744533427979,7.76055653969999,4.38165157684849,1.55603734667743,9.60547227601191,7.82009822900978,7.84995544418579,7.81887667322334,6.21290665378584,7.71804084345517,4.2214176594634,1.9754690899931,9.57358806804677,7.7906877602555,7.81580010704575,7.78958292265193,6.31932841099375,7.68671311641408,4.15622331493458,1.8840348973129,0,0,4.70981259092492,4.67041254887687,4.73146322826361,4.7010717546739,4.77655160211408,4.56501240841233,0,1,2,0,2,0,0,1,1,0,0,0.0394000420480509,0.0303914735897095,0.211539193701746,5.64601211243756,5.57855933368013
"259",1998,"Cote d'Ivoire","CIV",33,707.5248,455779.7,6.561773,13.02977,1321,7.18614430452233,1289,7.16162200293919,1252,7.13249755166004,1197,7.08757370555797,1154,7.05098944706805,16045,9.68315255354396,151.4,"1517.657787",1533.773058,1516.984615,68.7817089,5.148887523,9.075328464,78.341548,1517.657787,1481.039745,7.3004996505046,1448.82779,7.27851008777674,1377.339104,7.22790873130127,1331.594087,7.19413206516833,7.23106082672189,7.20550381971839,7.15774121842962,7.12256075611819,7.324923495782,7.25553390015216,1,0,0,9.68317499025081,7.9201013678562,7.94427582883128,7.91866140426153,6.38003778924099,7.79059677107906,4.41509868782744,1.87487452931278,9.66053853648546,7.90091815952308,7.9158190335625,7.90003991817294,6.369335756337,7.76710733800094,4.42184814087256,1.72455089778771,9.63439495357164,7.88236774815082,7.88676537871244,7.88201676170562,6.23744533427979,7.76055653969999,4.38165157684849,1.55603734667743,9.60547227601191,7.82009822900978,7.84995544418579,7.81887667322334,6.21290665378584,7.71804084345517,4.2214176594634,1.9754690899931,0,0,4.79166647879913,4.72765181387052,4.70981259092492,4.67041254887687,4.73146322826361,4.7010717546739,0,1,3,0,2,0,2,1,1,0,0,0.0640146649286137,0.0394000420480509,0.0303914735897095,6.31932841099375,5.64601211243756
"260",1999,"Cote d'Ivoire","CIV",33,701.217,451716.3,6.552817,13.02081,1309,7.1770187659099,1321,7.18614430452233,1289,7.16162200293919,1252,7.13249755166004,1197,7.08757370555797,16457,9.70850619759538,149.7,"1526.437203",1518.218833,1525.503047,68.28799812,5.400023499,5.399361287,80.30508373,1526.437203,1517.657787,7.324923495782,1481.039745,7.3004996505046,1448.82779,7.27851008777674,1377.339104,7.22790873130127,7.25553390015216,7.23106082672189,7.20550381971839,7.15774121842962,7.3306916734316,7.25385521967075,1,0,0,9.7084989058996,7.9394903141645,7.93541921438303,7.94008530521244,6.42275983354133,7.78732393392599,4.42616314212226,1.34286506428913,9.68317499025081,7.9201013678562,7.94427582883128,7.91866140426153,6.38003778924099,7.79059677107906,4.41509868782744,1.87487452931278,9.66053853648546,7.90091815952308,7.9158190335625,7.90003991817294,6.369335756337,7.76710733800094,4.42184814087256,1.72455089778771,9.63439495357164,7.88236774815082,7.88676537871244,7.88201676170562,6.23744533427979,7.76055653969999,4.38165157684849,1.55603734667743,0,0,4.75992694745333,4.70551118045671,4.79166647879913,4.72765181387052,4.70981259092492,4.67041254887687,0,1,1,0,3,0,2,1,1,0,0,0.0544157669966223,0.0640146649286137,0.0394000420480509,6.21290665378584,6.31932841099375
"261",2000,"Cote d'Ivoire","CIV",33,669.6628,431389.4,6.506774,12.97477,1246,7.1276936993474,1309,7.1770187659099,1321,7.18614430452233,1289,7.16162200293919,1252,7.13249755166004,16885,9.73418093281967,147.7,"1477.260621",1440.372845,1475.90546,68.10860089,5.329675719,1.435419268,74.77281658,1477.260621,1526.437203,7.3306916734316,1517.657787,7.324923495782,1481.039745,7.3004996505046,1448.82779,7.27851008777674,7.25385521967075,7.25553390015216,7.23106082672189,7.20550381971839,7.29794471991055,7.21281920962897,1,0,0,9.73415605842087,7.92003595992876,7.88536309912131,7.92320694914608,6.56804982253434,7.68089593569607,4.3414650359352,0.000000999999499918067,9.7084989058996,7.9394903141645,7.93541921438303,7.94008530521244,6.42275983354133,7.78732393392599,4.42616314212226,1.34286506428913,9.68317499025081,7.9201013678562,7.94427582883128,7.91866140426153,6.38003778924099,7.79059677107906,4.41509868782744,1.87487452931278,9.66053853648546,7.90091815952308,7.9158190335625,7.90003991817294,6.369335756337,7.76710733800094,4.42184814087256,1.72455089778771,0,0,4.60517018598809,4.60517018598809,4.75992694745333,4.70551118045671,4.79166647879913,4.72765181387052,0,1,1,0,1,0,3,1,1,0,0,0,0.0544157669966223,0.0640146649286137,6.23744533427979,6.21290665378584
"262",2001,"Cote d'Ivoire","CIV",33,655.9492,422555.2,6.486084,12.95408,1217,7.10414409298753,1246,7.1276936993474,1309,7.1770187659099,1321,7.18614430452233,1289,7.16162200293919,17311,9.75909741657673,145.4,"1409.623074",1417.710319,1409.76808,77.33851686,7.060237047,7.404376359,69.3699185,1409.623074,1477.260621,7.29794471991055,1526.437203,7.3306916734316,1517.657787,7.324923495782,1481.039745,7.3004996505046,7.21281920962897,7.25385521967075,7.25553390015216,7.23106082672189,7.25107762423069,7.17761085860911,1,0,0,9.75909568363086,7.8466564576334,7.85192962473356,7.84658997568227,6.59720027202114,7.84556872697074,4.29210194082204,1.66959202357775,9.73415605842087,7.92003595992876,7.88536309912131,7.92320694914608,6.56804982253434,7.68089593569607,4.3414650359352,0.000000999999499918067,9.7084989058996,7.9394903141645,7.93541921438303,7.94008530521244,6.42275983354133,7.78732393392599,4.42616314212226,1.34286506428913,9.68317499025081,7.9201013678562,7.94427582883128,7.91866140426153,6.38003778924099,7.79059677107906,4.41509868782744,1.87487452931278,0,0,4.63128397042251,4.61997770699007,4.60517018598809,4.60517018598809,4.75992694745333,4.70551118045671,0,0,1,0,1,0,1,1,1,0,0,0.0113062634324326,0,0.0544157669966223,6.369335756337,6.23744533427979
"263",2002,"Cote d'Ivoire","CIV",33,632.4919,407444.3,6.449667,12.91766,1173,7.06731984865348,1217,7.10414409298753,1246,7.1276936993474,1309,7.1770187659099,1321,7.18614430452233,17688,9.78064172253728,142.7,"1343.9995",1361.29837,1343.701677,70.8019803,8.216624448,6.231199153,82.59574508,1343.9995,1409.623074,7.25107762423069,1477.260621,7.29794471991055,1526.437203,7.3306916734316,1517.657787,7.324923495782,7.17761085860911,7.21281920962897,7.25385521967075,7.25553390015216,7.20340514905922,7.13536249885635,1,0,0,9.78062193497154,7.81682802415271,7.8171462626448,7.8168239951682,6.54677106489005,7.81235392443117,4.46464296235992,1.49514899024719,9.75909568363086,7.8466564576334,7.85192962473356,7.84658997568227,6.59720027202114,7.84556872697074,4.29210194082204,1.66959202357775,9.73415605842087,7.92003595992876,7.88536309912131,7.92320694914608,6.56804982253434,7.68089593569607,4.3414650359352,0.000000999999499918067,9.7084989058996,7.9394903141645,7.93541921438303,7.94008530521244,6.42275983354133,7.78732393392599,4.42616314212226,1.34286506428913,0,0,4.6511580583324,4.91025397875234,4.63128397042251,4.61997770699007,4.60517018598809,4.60517018598809,0,1,1,0,1,0,1,0,1,0,0,-0.259095920419943,0.0113062634324326,0,6.38003778924099,6.369335756337
"264",2003,"Cote d'Ivoire","CIV",33,596.9436,384544.5,6.391823,12.85981,1129,7.02908756414966,1173,7.06731984865348,1217,7.10414409298753,1246,7.1276936993474,1309,7.1770187659099,18068,9.80189769677449,140.3,"1308.169908",1312.69466,1308.035025,76.10233417,6.904893006,6.888972117,80.40076486,1308.169908,1343.9995,7.20340514905922,1409.623074,7.25107762423069,1477.260621,7.29794471991055,1526.437203,7.3306916734316,7.13536249885635,7.17761085860911,7.21281920962897,7.25385521967075,7.17638442266356,7.10273599340661,1,0,0,9.80189769682984,7.80721719779611,7.80931402650171,7.80716024578632,6.36509493341671,7.80590648025583,4.43734308717191,1.59533919089433,9.78062193497154,7.81682802415271,7.8171462626448,7.8168239951682,6.54677106489005,7.81235392443117,4.46464296235992,1.49514899024719,9.75909568363086,7.8466564576334,7.85192962473356,7.84658997568227,6.59720027202114,7.84556872697074,4.29210194082204,1.66959202357775,9.73415605842087,7.92003595992876,7.88536309912131,7.92320694914608,6.56804982253434,7.68089593569607,4.3414650359352,0.000000999999499918067,0,0,4.88356710719582,5.00306210815913,4.6511580583324,4.91025397875234,4.63128397042251,4.61997770699007,0,1,1,0,1,0,1,1,0,0,0,-0.119495000963303,-0.259095920419943,0.0113062634324326,6.42275983354133,6.38003778924099
"265",2004,"Cote d'Ivoire","CIV",33,NA,NA,NA,NA,1120,7.02108396428914,1129,7.02908756414966,1173,7.06731984865348,1217,7.10414409298753,1246,7.1276936993474,18504,9.82574220391128,137.8,"1296.744027",1287.900654,1296.821921,83.34151221,6.155861672,7.061366509,86.32213707,1296.744027,1308.169908,7.17638442266356,1343.9995,7.20340514905922,1409.623074,7.25107762423069,1477.260621,7.29794471991055,7.10273599340661,7.13536249885635,7.17761085860911,7.21281920962897,7.16761180709019,7.09434788568966,1,0,0,9.82576273985476,7.7830698382012,7.78180217307915,7.78309067452975,6.26962644806854,7.78304066661184,4.50799828525632,1.61938844130705,9.80189769682984,7.80721719779611,7.80931402650171,7.80716024578632,6.36509493341671,7.80590648025583,4.43734308717191,1.59533919089433,9.78062193497154,7.81682802415271,7.8171462626448,7.8168239951682,6.54677106489005,7.81235392443117,4.46464296235992,1.49514899024719,9.75909568363086,7.8466564576334,7.85192962473356,7.84658997568227,6.59720027202114,7.84556872697074,4.29210194082204,1.66959202357775,0,0,5.24672089603198,5.18154654990634,4.88356710719582,5.00306210815913,4.6511580583324,4.91025397875234,0,1,1,0,1,0,1,1,1,0,0,0.0651743461256427,-0.119495000963303,-0.259095920419943,6.56804982253434,6.42275983354133
"266",2005,"Cote d'Ivoire","CIV",33,NA,NA,NA,NA,1116,7.01750614294126,1120,7.02108396428914,1129,7.02908756414966,1173,7.06731984865348,1217,7.10414409298753,18921,9.84802769533176,135.4,"1298.499176",1298.499176,1298.499176,79.39433381,6.311124683,7.520984175,93.18921012,1298.499176,1296.744027,7.16761180709019,1308.169908,7.17638442266356,1343.9995,7.20340514905922,1409.623074,7.25107762423069,7.09434788568966,7.10273599340661,7.13536249885635,7.17761085860911,7.16896439652424,7.09323526973275,1,0,0,9.84800126937084,7.74757956781836,7.74757956781836,7.74757956781836,6.26809199359087,7.74757956781836,4.58588543477094,1.675225840238,9.82576273985476,7.7830698382012,7.78180217307915,7.78309067452975,6.26962644806854,7.78304066661184,4.50799828525632,1.61938844130705,9.80189769682984,7.80721719779611,7.80931402650171,7.80716024578632,6.36509493341671,7.80590648025583,4.43734308717191,1.59533919089433,9.78062193497154,7.81682802415271,7.8171462626448,7.8168239951682,6.54677106489005,7.81235392443117,4.46464296235992,1.49514899024719,0,0,5.46502461230443,5.28814998410596,5.24672089603198,5.18154654990634,4.88356710719582,5.00306210815913,NA,0,NA,0,1,0,1,1,1,0,0,0.176874628198465,0.0651743461256427,-0.119495000963303,6.59720027202114,6.56804982253434
"267",2006,"Cote d'Ivoire","CIV",33,NA,NA,NA,NA,1100,7.00306545878646,1116,7.01750614294126,1120,7.02108396428914,1129,7.02908756414966,1173,7.06731984865348,19327,9.86925836098547,132.8,"1285.502083",1285.090634,1285.502083,77.57400676,6.770670953,6.556052864,89.49688232,1285.502083,1298.499176,7.16896439652424,1296.744027,7.16761180709019,1308.169908,7.17638442266356,1343.9995,7.20340514905922,7.09323526973275,7.09434788568966,7.10273599340661,7.13536249885635,7.15890464708581,7.08098505293613,1,0,0,9.86924801276615,7.71090866769021,7.70720203459559,7.71090866769021,6.25937111880816,7.71040239641231,4.57769621926588,1.54968812034253,9.84800126937084,7.74757956781836,7.74757956781836,7.74757956781836,6.26809199359087,7.74757956781836,4.58588543477094,1.675225840238,9.82576273985476,7.7830698382012,7.78180217307915,7.78309067452975,6.26962644806854,7.78304066661184,4.50799828525632,1.61938844130705,9.80189769682984,7.80721719779611,7.80931402650171,7.80716024578632,6.36509493341671,7.80590648025583,4.43734308717191,1.59533919089433,0,0,5.45740257970061,5.38463191301595,5.46502461230443,5.28814998410596,5.24672089603198,5.18154654990634,NA,0,NA,NA,NA,0,1,0,1,0,0,0.0727706666846606,0.176874628198465,0.0651743461256427,6.54677106489005,6.59720027202114
