"","index","Cuzco","angertreat","anxietytreat","calmtreat","outvote1","outvote2","age","triste","feliz","enojado","asqueado","preocupado","con.miedo","con.placer","orgulloso","desesperado","risk","socioeconentusiasmo","socioeconenojo","socioeconpreocupacion","socioecontranquilidad","socioeconmiedo","socioeconns","corruptentusiasmo","corruptenojo","corruptpreocupacion","corrupttranquilidad","corruptmiedo","corruptns","pocketeconentusiasmo","pocketeconenojo","pocketeconpreocupacion","pocketecontranquilidad","pocketeconmiedo","pocketeconns","crimeentusiasmo","crimeenojo","crimepreocupacion","crimetranquilidad","crimemiedo","crimens","repentusiasmo","repenojo","reppreocupacion","reptranquilidad","repmiedo","repns","corruptfreq","corruptresp","crimefreq","crimeresp","unempfreq","unempresp","povertyfreq","povertyresp","edqual","edresp","govtcapac","govtcapacresp","participrepresent","leftright","diazleftright","hurtadoleftright","partyid","intefficacy","extefficacy","tvnews","newspaper","radionews","edlevel","classid","treatment","outsidervote","simpletreat"
"67",366,0,1,NA,NA,2,NA,23,0,0,0,0,0,0,0,1,0,14,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,2,3,2,3,3,3,6,3,3,1,1,6,3,5,9,1,4,1,1,2,8,2,"anger",1,1
"68",438,0,1,NA,NA,NA,2,23,0,0,0,0,0,1,0,0,0,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,3,3,3,3,3,3,3,3,3,3,1,3,2,4,5,3,3,1,1,4,7,2,"anger",1,1
"69",425,1,1,NA,NA,2,NA,39,0,1,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-99,-99,-99,-99,-99,-99,3,2,4,3,3,2,3,3,4,3,2,2,1,2,-99,-99,8,1,4,2,2,2,7,2,"anger",1,1
"70",71,0,1,NA,NA,2,NA,22,0,1,0,0,0,0,0,0,0,21,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,3,3,3,3,3,3,3,3,3,1,1,7,1,3,9,1,2,1,1,1,7,2,"anger",1,1
"71",359,0,1,NA,NA,2,NA,22,0,1,0,0,0,0,0,0,0,21,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,3,3,3,3,3,3,3,3,3,1,1,7,1,3,9,1,2,1,1,1,7,2,"anger",1,1
"72",40,0,1,NA,NA,2,NA,25,0,0,0,0,1,0,0,0,1,25,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,4,3,4,2,4,3,4,4,3,2,4,2,2,3,3,8,2,2,2,2,1,7,2,"anger",1,1
"73",270,0,1,NA,NA,2,NA,25,0,1,0,0,1,0,0,0,0,25,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,4,2,2,3,3,3,3,4,1,3,2,1,6,2,4,9,2,2,2,2,1,5,2,"anger",1,1
"74",375,0,1,NA,NA,2,NA,25,0,0,0,0,1,0,0,0,1,25,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,4,3,4,2,4,3,4,4,3,2,4,2,2,3,3,8,2,2,2,2,1,7,2,"anger",1,1
"75",398,0,1,NA,NA,2,NA,25,0,1,0,0,1,0,0,0,0,25,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,4,2,2,3,3,3,3,4,1,3,2,1,6,2,4,9,2,2,2,2,1,7,2,"anger",1,1
"76",158,0,1,NA,NA,NA,2,24,0,0,0,1,0,1,0,0,1,29,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,2,3,1,3,3,4,3,4,2,3,1,1,3,4,2,9,4,2,2,2,2,7,2,"anger",1,1
"77",32,0,1,NA,NA,NA,2,23,0,1,0,0,0,0,0,0,0,31,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,4,3,1,3,3,3,3,4,3,4,1,1,7,7,4,9,4,3,3,3,4,7,2,"anger",1,1
"78",152,0,1,NA,NA,NA,2,23,0,1,0,0,0,0,0,0,0,31,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,4,3,1,3,3,3,3,4,3,4,1,1,7,7,4,9,4,3,3,3,4,7,2,"anger",1,1
"79",33,0,1,NA,NA,2,NA,25,1,0,1,0,1,0,0,0,0,37,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,2,2,4,3,3,2,3,3,3,3,3,2,1,6,2,3,9,2,2,2,1,1,7,2,"anger",1,1
"80",405,0,1,NA,NA,2,NA,25,1,0,1,0,1,0,0,0,0,37,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,2,2,4,3,3,2,3,3,3,3,3,2,1,6,2,3,9,2,2,2,1,1,7,2,"anger",1,1
"81",10,1,1,NA,NA,NA,2,23,1,0,0,0,0,1,0,0,0,39,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,2,1,3,3,4,3,3,3,4,4,2,6,2,4,9,1,4,1,1,2,7,1,"anger",1,1
"82",126,1,1,NA,NA,2,NA,23,0,1,0,0,0,0,0,0,0,39,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,3,3,3,3,3,3,6,3,2,3,1,5,1,4,2,1,2,3,3,3,5,1,"anger",1,1
"83",190,1,1,NA,NA,NA,2,61,1,0,0,0,0,1,0,0,0,39,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,2,1,3,3,4,3,3,3,4,4,2,6,2,4,9,1,4,1,1,2,7,1,"anger",1,1
"84",231,1,1,NA,NA,2,NA,23,0,1,0,0,0,0,0,0,0,39,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,3,3,3,3,3,3,6,3,2,3,1,5,1,4,2,1,2,3,3,3,5,1,"anger",1,1
"85",302,0,1,NA,NA,NA,2,81,0,0,0,0,0,1,0,0,0,39,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,2,3,3,3,3,3,3,3,3,2,1,4,5,3,9,4,3,4,4,1,4,2,"anger",1,1
"86",378,0,1,NA,NA,NA,2,24,0,1,0,0,0,0,1,0,0,39,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,2,3,3,3,2,3,3,4,3,2,2,1,2,4,4,9,1,1,2,1,2,8,2,"anger",1,1
"87",26,0,1,NA,NA,NA,2,23,0,1,0,0,0,0,1,1,0,40,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2,3,4,3,3,3,3,3,4,3,3,1,1,6,6,6,9,1,2,2,1,4,7,2,"anger",1,1
"88",63,0,1,NA,NA,NA,2,25,0,1,0,0,1,0,0,0,0,40,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,2,3,3,3,3,3,3,4,3,3,2,1,4,7,7,9,2,3,1,1,2,4,2,"anger",1,1
"89",64,0,1,NA,NA,NA,2,23,0,1,0,0,0,0,1,1,0,40,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2,3,4,3,3,3,3,3,4,3,3,1,1,6,6,6,9,1,2,2,1,4,7,2,"anger",1,1
"90",172,0,1,NA,NA,NA,2,24,0,0,0,0,1,1,0,0,0,40,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,4,3,3,3,3,3,3,3,3,2,1,7,4,7,9,4,4,2,2,4,8,2,"anger",1,1
"91",183,0,1,NA,NA,NA,2,27,0,1,0,0,0,0,0,0,0,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,3,3,2,2,2,3,4,1,4,3,1,3,6,5,3,4,2,1,1,1,8,2,"anger",1,1
"92",226,1,1,NA,NA,NA,2,45,0,0,0,0,1,0,0,0,0,40,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,3,1,4,3,3,3,4,3,2,2,1,2,4,3,7,2,4,1,4,1,7,2,"anger",1,1
"93",281,0,1,NA,NA,NA,2,25,0,1,0,0,1,0,0,0,0,40,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,2,3,3,3,3,3,3,4,3,3,2,1,4,7,7,9,2,3,1,1,2,4,2,"anger",1,1
"94",319,0,1,NA,NA,NA,2,31,0,1,0,0,0,0,0,0,0,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,4,3,3,3,3,3,4,3,3,2,1,6,6,4,9,3,4,1,1,1,4,2,"anger",1,1
"95",371,0,1,NA,NA,NA,2,24,0,0,0,0,1,1,0,0,0,40,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,4,3,3,3,3,3,3,3,3,2,1,7,4,7,9,4,4,2,2,4,8,2,"anger",1,1
"96",381,1,1,NA,NA,2,NA,23,0,1,0,0,0,0,0,0,0,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,4,3,3,3,3,3,4,3,3,2,1,5,4,2,8,1,1,1,1,2,7,2,"anger",1,1
"97",444,0,1,NA,NA,2,NA,22,0,1,0,0,0,0,0,0,0,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,3,4,3,2,2,3,3,3,2,4,2,1,3,7,7,7,2,2,3,3,3,5,2,"anger",1,1
"98",258,0,1,NA,NA,NA,2,25,0,0,1,0,1,0,0,0,0,41,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,2,2,2,2,1,2,3,3,3,1,1,3,5,3,1,1,3,1,1,2,8,3,"anger",1,1
"99",254,0,1,NA,NA,2,NA,24,0,0,0,0,0,0,0,1,0,43,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,2,3,2,2,2,2,4,3,3,2,1,4,4,3,4,1,3,1,1,1,6,3,"anger",1,1
"100",364,0,1,NA,NA,2,NA,24,0,0,0,0,0,0,0,1,0,43,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,2,3,2,2,2,2,4,3,3,2,1,4,4,3,4,1,3,1,1,1,8,3,"anger",1,1
"101",245,1,1,NA,NA,NA,2,NA,0,0,1,0,0,0,0,0,0,44,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,2,4,3,3,2,3,3,4,3,3,2,2,6,2,4,1,1,2,2,1,2,5,2,"anger",1,1
"102",119,1,1,NA,NA,NA,2,25,0,0,0,0,1,0,0,0,0,45,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,4,3,3,3,3,3,3,3,2,3,1,6,6,3,9,4,1,2,1,1,6,2,"anger",1,1
"103",422,1,1,NA,NA,NA,2,25,0,0,0,0,1,0,0,0,0,45,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,4,3,3,3,3,3,3,3,2,3,1,6,6,3,9,4,1,2,1,1,6,2,"anger",1,1
"104",15,0,1,NA,NA,NA,2,23,0,0,0,0,0,0,1,0,0,47,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,3,1,2,1,3,3,4,3,3,2,1,4,4,2,9,3,3,1,1,2,7,2,"anger",1,1
"105",20,0,1,NA,NA,NA,2,25,1,0,1,0,0,1,0,0,0,49,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,4,3,2,3,3,2,3,3,3,2,2,2,3,2,9,4,2,1,2,4,7,2,"anger",1,1
"106",268,1,1,NA,NA,NA,2,33,0,0,0,0,1,0,0,0,0,49,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2,2,4,3,3,3,3,3,4,3,2,2,2,6,6,6,5,3,1,1,1,1,5,2,"anger",1,1
"107",309,1,1,NA,NA,NA,2,33,0,0,0,0,1,0,0,0,0,49,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2,2,4,3,3,3,3,3,4,3,2,2,2,6,6,6,5,3,1,1,1,1,5,2,"anger",1,1
"108",11,1,1,NA,NA,2,NA,22,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-99,-99,-99,-99,-99,-99,0,0,1,0,0,0,0,1,0,0,0,0,1,3,4,1,5,3,1,-99,-99,3,6,3,3,5,5,7,3,4,1,1,2,2,8,2,"anger",1,1
"109",29,1,1,NA,NA,NA,2,28,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,3,2,3,2,3,3,3,2,2,2,2,1,1,7,3,3,1,2,4,2,7,2,"anger",1,1
"110",87,0,1,NA,NA,NA,2,NA,0,1,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,4,1,3,3,3,2,2,3,1,1,2,1,3,3,3,1,2,1,1,2,5,2,"anger",1,1
"111",128,1,1,NA,NA,2,NA,22,0,0,0,0,1,0,0,0,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,4,3,2,2,3,3,6,2,2,2,1,3,4,3,9,1,4,1,2,1,3,2,"anger",1,1
"112",129,1,1,NA,NA,2,NA,30,0,0,0,0,0,0,0,1,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,3,2,3,2,3,2,3,1,2,4,2,6,6,2,2,1,4,1,2,2,6,1,"anger",1,1
"113",181,0,1,NA,NA,2,NA,24,0,0,0,0,1,0,0,0,1,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,4,3,3,2,3,3,4,3,3,1,1,2,4,3,9,1,2,1,2,5,8,2,"anger",1,1
"114",207,0,1,NA,NA,NA,2,NA,0,1,0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,4,1,3,3,3,2,2,3,1,1,2,1,3,3,3,1,2,1,1,2,5,2,"anger",1,1
"115",253,1,1,NA,NA,2,NA,31,1,0,0,0,1,0,0,0,0,19,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,2,3,3,3,2,3,3,4,3,4,2,2,6,6,6,9,4,4,1,3,2,8,1,"anger",1,1
"116",257,1,1,NA,NA,NA,2,34,0,0,0,0,0,0,1,0,0,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,4,2,3,2,4,2,3,3,2,3,1,6,2,6,9,2,1,1,2,2,5,1,"anger",1,1
"117",282,0,1,NA,NA,2,NA,22,0,1,0,0,0,0,0,0,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,3,4,3,2,2,3,3,3,2,4,2,1,3,7,7,7,2,2,3,3,3,5,2,"anger",1,1
"118",357,1,1,NA,NA,2,NA,24,0,0,1,0,0,0,0,0,0,27,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,4,3,4,3,3,3,4,3,2,3,2,5,1,1,2,1,4,1,2,4,3,4,"anger",1,1
"119",400,1,1,NA,NA,2,NA,25,0,0,0,0,1,0,0,0,0,50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,4,3,2,2,3,3,6,2,2,2,1,3,4,3,9,1,4,1,2,1,3,2,"anger",1,1
"120",429,1,1,NA,NA,NA,2,24,1,0,1,1,0,0,0,0,0,50,0,0,1,0,0,0,0,0,1,0,0,0,-99,-99,-99,-99,-99,-99,0,1,1,0,0,0,0,1,1,0,0,0,2,2,3,2,4,3,4,3,3,1,1,2,3,6,7,7,9,1,1,1,2,2,5,1,"anger",1,1
"121",435,0,1,NA,NA,2,NA,24,0,0,0,0,1,0,0,0,1,50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,4,3,3,2,3,3,4,3,3,1,1,2,4,3,9,1,2,1,2,5,8,2,"anger",1,1
"122",446,0,1,NA,NA,2,NA,57,0,0,0,0,0,0,1,0,0,50,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,3,2,3,3,3,3,2,3,3,3,2,2,2,6,7,7,9,4,3,2,4,2,8,2,"anger",1,1
"123",13,0,1,NA,NA,2,NA,31,0,0,0,0,0,0,1,0,0,51,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,3,3,3,3,3,3,3,3,3,2,3,2,6,6,6,9,4,2,1,4,4,8,4,"anger",1,1
"124",49,1,1,NA,NA,2,NA,43,0,0,0,0,1,0,0,0,0,51,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,3,1,4,3,3,3,3,3,3,2,2,6,4,2,9,1,3,1,3,1,7,2,"anger",1,1
"125",94,0,1,NA,NA,2,NA,31,0,0,0,1,0,1,0,0,0,51,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,4,3,3,2,3,3,4,3,4,1,1,6,7,6,9,2,2,1,2,2,8,2,"anger",1,1
"126",260,1,1,NA,NA,2,NA,22,1,0,1,0,0,1,0,0,1,51,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,4,3,3,3,3,3,4,3,2,2,1,7,7,7,9,2,3,1,4,2,7,1,"anger",1,1
"127",93,0,1,NA,NA,2,NA,30,0,1,0,0,0,0,0,0,0,30,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,2,3,3,3,3,3,2,3,1,3,2,2,6,6,6,9,4,1,1,1,4,5,1,"anger",1,1
"128",197,0,1,NA,NA,NA,2,23,0,1,0,0,0,0,0,0,0,30,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,3,1,3,3,3,3,4,3,3,1,2,6,7,7,9,3,4,3,3,2,7,2,"anger",1,1
"129",22,0,1,NA,NA,2,NA,59,0,0,0,0,0,1,0,0,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,3,1,3,2,3,3,4,3,3,2,2,6,7,3,5,3,3,1,4,4,5,3,"anger",1,1
"130",107,0,1,NA,NA,NA,2,23,0,0,0,0,0,0,1,0,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,3,1,2,1,3,3,4,3,3,2,1,4,4,2,9,3,3,1,1,2,7,2,"anger",1,1
"131",341,0,1,NA,NA,2,NA,52,0,1,0,0,0,0,0,0,0,31,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,3,4,3,3,3,3,3,3,3,3,3,2,6,6,6,9,4,1,1,1,2,5,2,"anger",1,1
"132",77,0,1,NA,NA,NA,2,23,0,1,0,0,0,0,0,0,0,32,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,3,3,4,1,3,2,3,3,6,3,3,3,1,3,3,3,4,1,4,1,1,3,8,2,"anger",1,1
"133",211,0,1,NA,NA,2,NA,NA,0,0,0,0,1,0,0,0,0,32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,4,4,3,3,3,3,3,4,3,3,1,2,6,7,7,9,1,1,2,1,2,8,2,"anger",1,1
"134",238,0,1,NA,NA,NA,2,23,0,0,0,0,1,0,0,0,0,36,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,2,4,1,3,2,3,3,4,1,3,3,2,3,3,2,9,1,1,1,2,1,7,2,"anger",1,1
"135",250,1,1,NA,NA,NA,2,45,0,0,0,0,1,0,0,0,0,38,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,3,1,4,3,3,3,4,3,2,2,1,2,4,3,7,2,4,1,4,1,7,2,"anger",1,1
"136",344,0,1,NA,NA,NA,2,23,0,0,0,0,1,0,0,0,0,38,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,2,4,1,3,2,3,3,4,1,3,3,2,3,3,2,9,1,1,1,2,1,7,2,"anger",1,1
"137",420,1,1,NA,NA,2,NA,25,0,0,0,0,1,1,0,0,0,39,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,2,3,4,3,3,3,4,3,3,3,3,2,2,6,5,3,3,2,3,2,3,3,5,2,"anger",1,1
"138",445,0,1,NA,NA,NA,2,54,0,1,0,0,0,0,0,0,0,39,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,3,3,3,2,3,2,3,3,2,2,1,3,4,2,7,4,3,1,2,4,7,2,"anger",1,1
"139",278,1,1,NA,NA,2,NA,43,0,0,0,0,1,0,0,0,0,70,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,3,1,4,3,3,3,3,3,3,2,2,6,4,2,9,1,3,1,3,1,7,2,"anger",1,1
"140",310,1,1,NA,NA,2,NA,22,1,0,1,0,0,1,0,0,1,80,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,4,3,3,3,3,3,4,3,2,2,1,7,7,7,9,2,3,1,4,2,7,1,"anger",1,1
"141",380,0,1,NA,NA,NA,2,42,0,0,0,0,0,0,0,1,0,39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,3,4,3,3,3,4,3,6,3,1,2,1,7,7,7,8,2,2,1,1,5,6,2,"anger",1,1
"142",401,0,1,NA,NA,NA,2,42,0,0,0,0,0,0,0,1,0,50,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,3,4,3,3,3,4,3,6,3,1,2,1,7,7,7,8,2,2,1,1,5,6,2,"anger",1,1
"143",298,0,1,NA,NA,NA,2,26,0,0,0,0,0,1,0,0,0,90,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,4,3,3,3,3,2,2,3,3,1,1,3,6,6,3,4,2,1,1,1,8,2,"anger",1,1
"144",72,0,1,NA,NA,2,NA,40,0,1,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,4,3,3,4,3,1,4,3,3,2,1,3,-99,3,7,2,1,1,2,2,7,2,"anger",1,1
"145",86,0,1,NA,NA,2,NA,NA,0,1,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,3,4,2,2,3,3,3,6,3,1,2,1,1,7,7,9,1,3,1,1,1,7,2,"anger",1,1
"146",134,0,1,NA,NA,2,NA,40,0,1,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,4,3,3,4,3,1,4,3,3,2,1,3,-99,3,7,2,1,1,2,2,7,2,"anger",1,1
"147",141,0,1,NA,NA,2,NA,32,1,1,1,0,1,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,3,4,3,3,3,3,3,3,3,4,3,1,6,6,6,9,5,3,1,4,4,4,1,"anger",1,1
"148",178,1,1,NA,NA,2,NA,39,0,0,0,0,1,0,0,0,0,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,3,3,4,3,3,3,3,3,1,2,2,7,7,7,9,1,4,1,1,1,8,2,"anger",1,1
"149",308,0,1,NA,NA,NA,2,25,0,1,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,3,1,4,3,1,3,2,3,3,2,1,3,7,7,9,3,3,2,2,2,6,2,"anger",1,1
"150",327,0,1,NA,NA,2,NA,32,1,1,1,0,1,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,3,4,3,3,3,3,3,3,3,4,3,1,6,6,6,9,5,3,1,4,4,4,1,"anger",1,1
"151",439,0,1,NA,NA,NA,2,29,0,1,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,2,1,4,1,2,3,3,3,3,3,3,2,1,6,3,2,9,2,5,4,4,2,6,2,"anger",1,1
