"","index","Cuzco","angertreat","anxietytreat","calmtreat","outvote1","outvote2","age","triste","feliz","enojado","asqueado","preocupado","con.miedo","con.placer","orgulloso","desesperado","risk","socioeconentusiasmo","socioeconenojo","socioeconpreocupacion","socioecontranquilidad","socioeconmiedo","socioeconns","corruptentusiasmo","corruptenojo","corruptpreocupacion","corrupttranquilidad","corruptmiedo","corruptns","pocketeconentusiasmo","pocketeconenojo","pocketeconpreocupacion","pocketecontranquilidad","pocketeconmiedo","pocketeconns","crimeentusiasmo","crimeenojo","crimepreocupacion","crimetranquilidad","crimemiedo","crimens","repentusiasmo","repenojo","reppreocupacion","reptranquilidad","repmiedo","repns","corruptfreq","corruptresp","crimefreq","crimeresp","unempfreq","unempresp","povertyfreq","povertyresp","edqual","edresp","govtcapac","govtcapacresp","participrepresent","leftright","diazleftright","hurtadoleftright","partyid","intefficacy","extefficacy","tvnews","newspaper","radionews","edlevel","classid","treatment","outsidervote","simpletreat"
"152",169,1,NA,1,NA,1,NA,23,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,4,3,3,2,3,3,6,3,3,1,2,1,6,2,2,1,3,2,3,4,7,2,"anxiety",0,0
"153",44,0,NA,1,NA,NA,1,25,0,1,0,0,1,0,0,0,0,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,3,2,4,3,2,3,2,3,4,3,4,2,1,6,3,2,6,1,2,1,3,2,8,2,"anxiety",0,0
"154",393,0,NA,1,NA,1,NA,23,0,1,0,0,0,0,0,0,0,10,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2,4,3,1,1,4,1,6,3,2,2,2,6,6,6,1,5,1,4,4,4,7,3,"anxiety",0,0
"155",440,0,NA,1,NA,NA,1,25,0,1,0,0,1,0,0,0,0,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,3,2,4,3,2,3,2,3,4,3,4,2,1,6,3,2,6,1,2,1,3,2,8,2,"anxiety",0,0
"156",65,0,NA,1,NA,NA,1,22,0,0,0,0,0,0,1,1,1,50,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,2,3,3,3,3,3,2,3,2,3,4,3,1,3,4,3,9,2,3,2,2,4,7,2,"anxiety",0,0
"157",386,0,NA,1,NA,NA,1,22,0,0,0,0,0,0,1,1,1,50,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,2,3,3,3,3,3,2,3,2,3,4,3,1,3,4,3,9,2,3,2,2,4,7,2,"anxiety",0,0
"158",24,1,NA,1,NA,1,NA,28,0,0,0,0,1,0,0,0,0,54,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,4,3,3,3,2,3,3,3,4,2,1,6,7,3,9,4,4,1,2,2,5,2,"anxiety",0,0
"159",262,1,NA,1,NA,1,NA,28,0,0,0,0,1,0,0,0,0,20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,4,3,3,3,2,3,3,3,4,2,1,6,7,3,9,4,4,1,2,2,5,2,"anxiety",0,0
"160",101,1,NA,1,NA,1,NA,22,0,0,0,0,1,0,0,0,0,60,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,4,3,2,3,3,3,4,3,4,2,1,3,5,3,9,1,3,1,3,1,7,2,"anxiety",0,0
"161",428,0,NA,1,NA,NA,1,25,0,0,0,0,1,0,0,0,0,60,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,2,4,4,3,3,2,3,3,4,3,2,3,1,3,4,2,9,2,3,2,2,3,7,1,"anxiety",0,0
"162",165,0,NA,1,NA,NA,1,44,0,1,0,0,0,0,0,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,4,1,2,3,3,3,6,3,2,2,1,3,4,2,1,1,2,2,2,2,7,2,"anxiety",0,0
"163",12,1,NA,1,NA,NA,1,28,0,1,0,0,0,0,1,1,0,60,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,2,4,3,2,2,3,3,3,1,4,2,2,6,1,3,9,1,4,3,4,1,8,2,"anxiety",0,0
"164",27,0,NA,1,NA,1,NA,52,0,1,0,0,0,0,0,1,0,60,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,3,3,3,3,3,3,4,3,3,1,1,4,3,3,1,2,3,2,2,2,8,2,"anxiety",0,0
"165",37,1,NA,1,NA,NA,1,45,0,0,0,1,1,0,0,0,0,61,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,3,2,4,2,3,2,3,3,3,3,1,2,2,6,3,1,2,3,1,1,1,2,7,1,"anxiety",0,0
"166",58,0,NA,1,NA,1,NA,27,0,1,0,0,0,0,0,0,0,70,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,3,3,1,3,3,3,3,3,3,2,3,1,6,6,6,7,1,1,1,1,2,8,2,"anxiety",0,0
"167",105,1,NA,1,NA,NA,1,28,0,1,0,0,0,0,1,1,0,20,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,2,4,3,2,2,3,3,3,1,4,2,2,6,1,3,9,1,4,3,4,1,8,2,"anxiety",0,0
"168",114,1,NA,1,NA,1,NA,26,0,0,0,1,0,0,0,0,0,70,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,2,4,1,4,2,4,3,3,1,1,3,1,5,3,3,5,1,4,1,3,1,8,2,"anxiety",0,0
"169",236,0,NA,1,NA,NA,1,46,0,1,0,0,0,0,0,1,0,73,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,4,2,2,3,3,3,3,3,4,3,3,2,1,4,3,2,9,1,2,1,1,2,6,2,"anxiety",0,0
"170",240,1,NA,1,NA,1,NA,26,0,1,0,0,1,0,0,0,0,75,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,3,3,3,3,2,3,3,4,3,4,2,2,6,6,6,9,1,2,1,1,2,8,2,"anxiety",0,0
"171",243,1,NA,1,NA,NA,1,22,0,0,0,1,1,0,0,0,0,80,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,3,2,4,2,3,2,3,3,3,3,1,2,2,6,3,1,2,3,1,1,1,2,7,1,"anxiety",0,0
"172",244,0,NA,1,NA,1,NA,52,0,1,0,0,0,0,0,1,0,80,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,3,3,3,3,3,3,4,3,3,1,1,4,3,3,1,2,3,2,2,2,8,2,"anxiety",0,0
"173",266,0,NA,1,NA,NA,1,30,0,1,0,0,1,0,1,1,0,81,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,2,3,4,3,2,2,3,2,3,3,3,2,1,3,1,4,9,1,1,1,4,4,6,2,"anxiety",0,0
"174",363,0,NA,1,NA,NA,1,46,0,1,0,0,0,0,0,1,0,25,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,4,2,2,3,3,3,3,3,4,3,3,2,1,4,3,2,9,1,2,1,1,2,8,2,"anxiety",0,0
"175",421,1,NA,1,NA,1,NA,26,0,0,0,1,0,0,0,0,0,91,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,2,4,1,4,2,4,3,3,1,1,3,1,5,3,3,5,1,4,1,3,1,8,2,"anxiety",0,0
"176",170,0,NA,1,NA,NA,1,60,0,1,0,0,0,0,0,1,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,2,3,3,2,3,2,3,3,3,1,1,6,6,6,6,2,2,1,3,2,8,2,"anxiety",0,0
"177",18,0,NA,1,NA,NA,1,24,1,0,0,0,0,0,0,0,1,36,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,-99,3,3,-99,-99,-99,-99,-99,-99,-99,3,3,1,1,1,1,1,2,3,2,6,2,"anxiety",0,0
"178",59,0,NA,1,NA,NA,1,23,0,1,0,0,0,0,0,0,0,39,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,2,3,2,4,3,4,6,3,2,1,1,7,4,3,4,2,3,2,1,4,8,3,"anxiety",0,0
"179",110,0,NA,1,NA,1,NA,24,0,1,0,0,0,0,1,1,0,39,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,3,2,2,3,3,3,3,3,6,3,4,2,3,4,4,3,1,1,2,1,1,1,8,2,"anxiety",0,0
"180",267,1,NA,1,NA,1,NA,25,0,0,0,0,1,0,0,0,0,39,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,2,3,2,3,3,5,3,4,3,5,4,3,6,-99,-99,9,1,5,1,2,2,7,1,"anxiety",0,0
"181",315,1,NA,1,NA,NA,1,33,0,0,0,0,1,0,0,0,0,39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4,3,3,3,3,3,3,3,3,3,2,2,3,7,6,3,3,6,1,1,2,1,3,2,"anxiety",0,0
"182",376,1,NA,1,NA,NA,1,33,0,0,0,0,1,0,0,0,0,39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4,3,3,3,3,3,3,3,3,3,2,2,3,7,6,3,3,6,1,1,2,1,5,2,"anxiety",0,0
"183",394,1,NA,1,NA,1,NA,40,1,0,0,0,0,0,0,0,0,39,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,2,3,3,4,3,3,3,-99,3,3,2,1,6,7,7,1,2,4,1,2,1,4,2,"anxiety",0,0
"184",60,0,NA,1,NA,NA,1,53,0,1,0,0,0,0,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,2,3,3,2,3,3,4,3,3,2,1,3,2,5,4,3,3,1,2,1,8,2,"anxiety",0,0
"185",237,0,NA,1,NA,NA,1,54,0,1,0,0,0,0,0,1,0,41,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,2,3,3,3,3,3,4,3,3,2,1,4,2,3,1,3,2,2,2,3,5,2,"anxiety",0,0
"186",307,1,NA,1,NA,1,NA,22,0,0,0,0,0,0,0,1,0,45,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,-99,1,1,3,3,3,3,3,3,2,2,2,7,3,5,3,2,2,1,2,1,6,2,"anxiety",0,0
"187",304,0,NA,1,NA,1,NA,23,0,0,0,0,0,1,0,0,1,47,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,3,1,3,2,3,3,2,3,4,1,1,7,3,4,1,6,4,2,2,4,7,3,"anxiety",0,0
"188",177,0,NA,1,NA,NA,1,31,0,0,0,0,1,0,0,0,0,58,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,4,3,3,2,3,3,3,2,5,4,2,7,7,7,9,2,1,1,1,1,5,4,"anxiety",0,0
"189",404,0,NA,1,NA,NA,1,31,0,0,0,0,1,0,0,0,0,58,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,4,3,3,2,3,3,3,2,5,4,2,7,7,7,9,2,1,1,1,1,5,4,"anxiety",0,0
"190",104,0,NA,1,NA,1,NA,23,1,0,0,1,0,0,0,0,0,60,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,4,3,3,2,3,2,4,3,3,1,2,3,2,3,9,4,3,2,2,4,8,2,"anxiety",0,0
"191",274,1,NA,1,NA,1,NA,47,0,0,0,0,1,0,1,0,0,60,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,2,4,1,4,3,4,3,4,1,2,2,2,1,4,3,9,5,4,2,3,1,7,2,"anxiety",0,0
"192",311,1,NA,1,NA,1,NA,47,0,0,0,0,1,0,1,0,0,60,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,2,4,1,4,3,4,3,4,1,2,2,2,1,4,3,9,5,4,2,3,1,7,2,"anxiety",0,0
"193",228,1,NA,1,NA,1,NA,31,0,0,0,0,0,0,0,0,1,66,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,4,4,4,3,2,3,2,4,4,3,3,1,6,6,7,9,2,1,1,1,1,4,1,"anxiety",0,0
"194",383,0,NA,1,NA,1,NA,50,0,0,0,0,1,0,0,0,0,66,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,2,4,2,3,2,4,2,3,3,2,2,2,6,6,-99,-99,3,5,1,1,1,8,2,"anxiety",0,0
"195",79,0,NA,1,NA,NA,1,23,0,0,0,1,1,1,0,0,1,70,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,4,1,2,2,3,3,4,3,4,1,1,6,2,4,9,4,1,2,2,3,7,2,"anxiety",0,0
"196",99,0,NA,1,NA,1,NA,27,0,1,0,0,1,0,0,0,0,70,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,3,2,3,2,3,3,3,3,4,3,2,2,2,1,7,7,9,1,2,1,2,2,8,2,"anxiety",0,0
"197",135,1,NA,1,NA,NA,1,32,0,1,0,0,0,0,0,1,0,70,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,4,3,3,3,3,3,4,3,3,2,2,6,5,1,2,2,3,1,2,2,7,2,"anxiety",0,0
"198",156,0,NA,1,NA,1,NA,27,0,1,0,0,1,0,0,0,0,70,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,3,2,3,2,3,3,3,3,4,3,2,2,2,1,7,7,9,1,2,1,2,2,8,2,"anxiety",0,0
"199",180,0,NA,1,NA,1,NA,24,0,0,0,0,1,1,0,0,0,70,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,2,3,4,3,3,4,3,4,4,3,5,1,1,6,7,7,9,3,4,4,3,4,7,2,"anxiety",0,0
"200",184,0,NA,1,NA,1,NA,24,0,0,0,0,1,1,0,0,0,70,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,2,3,4,3,3,4,3,4,4,3,5,1,1,6,7,7,9,3,4,4,3,4,7,2,"anxiety",0,0
"201",223,1,NA,1,NA,NA,1,23,0,1,0,0,1,0,0,0,0,70,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,3,3,3,3,2,1,3,1,3,1,1,6,5,6,2,-99,3,1,2,2,7,-99,"anxiety",0,0
"202",242,1,NA,1,NA,1,NA,52,1,0,0,0,1,0,0,0,0,70,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,2,3,1,3,1,7,2,"anxiety",0,0
"203",248,0,NA,1,NA,NA,1,23,0,0,0,1,1,1,0,0,1,70,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,4,1,2,2,3,3,4,3,4,1,1,6,2,4,9,4,1,2,2,3,7,2,"anxiety",0,0
"204",263,1,NA,1,NA,NA,1,46,1,0,0,0,0,0,0,0,0,70,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,4,2,3,3,3,4,4,3,2,2,2,7,6,5,8,4,3,1,3,1,6,2,"anxiety",0,0
"205",339,1,NA,1,NA,1,NA,52,1,0,0,0,1,0,0,0,0,70,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,2,3,1,3,1,7,2,"anxiety",0,0
"206",345,1,NA,1,NA,NA,1,22,0,1,0,0,0,0,0,1,0,70,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,4,3,3,3,3,3,4,3,3,2,2,6,5,1,2,2,3,1,2,2,7,2,"anxiety",0,0
"207",271,1,NA,1,NA,1,NA,42,1,0,0,0,1,0,0,0,1,71,-99,-99,-99,-99,-99,-99,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,3,2,3,3,3,3,4,1,2,2,2,5,7,7,2,4,2,1,1,1,5,2,"anxiety",0,0
"208",201,0,NA,1,NA,NA,1,24,0,0,0,1,0,0,0,0,0,75,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,3,2,4,1,2,2,3,3,6,3,3,2,1,4,3,3,4,1,3,4,1,4,8,3,"anxiety",0,0
"209",4,0,NA,1,NA,1,NA,51,0,0,0,0,0,0,1,0,0,80,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,4,2,3,2,3,2,3,3,2,2,1,4,3,2,9,2,2,1,2,2,5,2,"anxiety",0,0
"210",219,0,NA,1,NA,NA,1,32,1,0,0,0,1,1,0,0,1,80,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4,2,2,3,2,3,3,3,4,3,3,1,1,4,4,2,9,1,2,1,2,2,8,2,"anxiety",0,0
"211",75,0,NA,1,NA,NA,1,42,0,0,0,0,0,1,0,0,0,87,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,3,3,1,3,3,3,3,4,3,2,3,2,3,3,3,9,2,2,1,2,1,5,1,"anxiety",0,0
"212",322,0,NA,1,NA,NA,1,42,0,0,0,0,0,1,0,0,0,87,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,3,3,1,3,3,3,3,4,3,2,3,2,3,3,3,9,2,2,1,2,1,5,1,"anxiety",0,0
"213",301,1,NA,1,NA,1,NA,23,0,1,0,0,1,0,0,0,0,89,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,4,1,3,3,3,3,6,1,1,1,1,6,4,4,8,2,3,2,2,1,6,2,"anxiety",0,0
"214",286,0,NA,1,NA,1,NA,29,0,0,0,0,0,0,0,0,1,100,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,3,2,3,1,3,2,3,3,6,3,1,1,1,7,7,7,9,3,2,1,1,2,8,2,"anxiety",0,0
"215",16,0,NA,1,NA,1,NA,23,0,0,0,0,1,0,0,0,0,NA,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,3,3,2,2,3,2,4,3,3,2,1,7,6,6,9,1,3,1,2,3,7,2,"anxiety",0,0
"216",50,1,NA,1,NA,1,NA,23,0,0,0,0,0,0,1,0,0,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,4,3,3,3,3,3,4,3,2,2,2,5,6,6,2,1,4,1,2,1,8,2,"anxiety",0,0
"217",76,0,NA,1,NA,NA,1,46,-99,-99,0,-99,NA,-99,-99,-99,-99,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,1,2,1,3,2,3,3,3,3,3,1,1,3,4,1,9,3,5,1,1,2,6,2,"anxiety",0,0
"218",174,0,NA,1,NA,NA,1,NA,-99,-99,0,-99,NA,-99,-99,-99,-99,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,"anxiety",0,0
"219",214,0,NA,1,NA,NA,1,NA,-99,-99,0,-99,NA,-99,-99,-99,-99,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,"anxiety",0,0
"220",321,1,NA,1,NA,1,NA,40,1,0,0,0,1,0,0,0,0,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,4,2,3,3,3,3,4,3,2,1,2,7,7,7,2,5,1,1,2,1,7,1,"anxiety",0,0
"221",416,0,NA,1,NA,1,NA,NA,-99,-99,0,-99,NA,-99,-99,-99,-99,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,"anxiety",0,0
"222",442,0,NA,1,NA,1,NA,23,0,0,0,0,1,0,0,0,0,NA,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,3,3,2,2,3,2,4,3,3,2,1,7,6,6,9,1,3,1,2,3,7,2,"anxiety",0,0
"223",48,0,NA,1,NA,NA,2,23,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,3,2,3,3,3,3,3,4,3,4,2,1,5,2,4,7,1,1,2,3,4,7,2,"anxiety",1,0
"224",300,0,NA,1,NA,NA,2,23,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,3,2,3,3,3,3,3,4,3,4,2,1,5,2,4,7,1,1,2,3,4,7,2,"anxiety",1,0
"225",391,0,NA,1,NA,NA,2,23,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,4,1,1,2,2,2,4,4,3,3,1,1,3,5,3,1,2,4,4,4,4,8,3,"anxiety",1,0
"226",441,0,NA,1,NA,NA,2,27,0,1,0,0,0,0,0,0,0,9,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,3,2,1,3,4,3,4,6,3,1,1,1,3,5,2,9,1,3,4,1,2,8,2,"anxiety",1,0
"227",449,1,NA,1,NA,NA,2,40,1,0,0,0,0,1,0,0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,3,1,3,3,3,1,4,-99,-99,-99,2,7,6,7,7,3,4,-99,2,1,5,1,"anxiety",1,0
"228",324,0,NA,1,NA,2,NA,25,0,0,0,0,1,0,0,0,0,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,3,3,3,3,3,3,6,3,1,1,1,2,3,4,8,4,4,2,1,4,8,3,"anxiety",1,0
"229",337,0,NA,1,NA,2,NA,25,0,0,0,0,1,0,0,0,0,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,3,3,3,3,3,3,6,3,1,1,1,2,3,4,8,4,4,2,1,4,8,3,"anxiety",1,0
"230",230,0,NA,1,NA,2,NA,23,0,0,1,0,0,0,0,0,0,19,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,2,2,2,2,3,1,6,3,3,2,1,6,5,6,7,3,2,4,1,4,8,2,"anxiety",1,0
"231",54,0,NA,1,NA,NA,2,23,0,1,0,0,0,0,0,0,0,20,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,3,1,3,3,3,3,3,3,3,3,3,1,1,6,7,7,9,1,3,2,2,4,8,2,"anxiety",1,0
"232",102,1,NA,1,NA,2,NA,54,1,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,3,3,3,3,-99,3,4,3,2,3,2,6,6,6,9,4,3,1,1,1,7,2,"anxiety",1,0
"233",192,1,NA,1,NA,NA,2,30,0,0,0,0,1,0,1,0,0,20,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,3,4,3,3,1,3,3,6,3,3,3,2,6,6,6,9,2,2,1,1,3,7,1,"anxiety",1,0
"234",264,0,NA,1,NA,NA,2,23,0,1,0,0,0,0,0,0,0,20,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,3,1,3,3,3,3,3,3,3,3,3,1,1,6,7,7,9,1,3,2,2,4,8,2,"anxiety",1,0
